var_id,title,sub_name
425,Persentase Penduduk Usia 10 Tahun ke Atas yang Pernah Mengakses Internet dalam 3 Bulan Terakhir Menurut Provinsi dan Jenis Kegiatan Utama,Komunikasi
426,Persentase Penduduk Usia 5 Tahun Ke Atas yang Pernah Mengakses Internet dalam 3 Bulan Terakhir untuk Kelompok Umur 13-15 tahun Menurut Provinsi dan Jenis Kelamin,Komunikasi
427,Persentase Penduduk Usia 5 Tahun Ke Atas yang Pernah Mengakses Internet dalam 3 Bulan Terakhir untuk Kelompok Umur 16-18 tahun Menurut Provinsi dan Jenis Kelamin,Komunikasi
428,Persentase Penduduk Usia 5 Tahun Ke Atas yang Pernah Mengakses Internet dalam 3 Bulan Terakhir untuk Kelompok Umur 19-24 tahun Menurut Provinsi dan Jenis Kelamin,Komunikasi
429,Persentase Penduduk Usia 5 Tahun Ke Atas yang Pernah Mengakses Internet dalam 3 Bulan Terakhir untuk Kelompok Umur 25+ tahun Menurut Provinsi dan Jenis Kelamin,Komunikasi
430,Persentase Penduduk Usia 5 Tahun Ke Atas yang Pernah Mengakses Internet dalam 3 Bulan Terakhir untuk Kelompok Umur => 5 Tahun Menurut Provinsi dan Jenis Kelamin,Komunikasi
431,"Persentase Penduduk Usia 5 Tahun ke Atas yang Pernah Mengakses Internet dalam 3 Bulan Terakhir Menurut Provinsi, Jenjang Pendidikan Tertinggi yang Ditamatkan (Laki-laki)",Komunikasi
432,Persentase Penduduk Usia 10 Tahun ke Atas yang Pernah Mengakses Internet dalam 3 Bulan Terakhir Menurut Provinsi dan Kelompok Lapangan Usaha,Komunikasi
433,"Persentase Penduduk Usia 5 Tahun ke Atas yang Pernah Mengakses Internet dalam 3 Bulan Terakhir Menurut Provinsi, Jenjang Pendidikan Tertinggi yang Ditamatkan (Perempuan)",Komunikasi
434,"Persentase Penduduk Usia 5 Tahun ke Atas yang Pernah Mengakses Internet dalam 3 Bulan Terakhir Menurut Provinsi, Jenjang Pendidikan Tertinggi yang Ditamatkan (Laki-laki+Perempuan)",Komunikasi
558,Persentase Penduduk Usia 5 Tahun ke Atas yang Pernah Mengakses Internet dalam 3 Bulan Terakhir Menurut Provinsi dan Lokasi,Komunikasi
560,Persentase Rumah Tangga yang Pernah Mengakses Internet dalam 3 Bulan Terakhir Menurut Lokasi,Komunikasi
840,Persentase Penduduk Usia 5 Tahun ke Atas yang Pernah Mengakses Internet dalam 3 Bulan Terakhir Menurut Kelompok Umur,Komunikasi
858,Persentase Penduduk Usia 5 Tahun ke Atas yang Pernah Mengakses Internet dalam 3 Bulan Terakhir Menurut Media,Komunikasi
860,Persentase Penduduk Usia 5 Tahun ke Atas yang Pernah Mengakses Internet dalam 3 Bulan Terakhir Menurut Jenjang Pendidikan Tertinggi yang Ditamatkan,Komunikasi
871,Persentase Penduduk Usia 5 Tahun ke Atas yang Pernah Mengakses Internet dalam 3 Bulan Terakhir Menurut Lokasi,Komunikasi
968,Persentase Judul Film yang Ditayangkan oleh Perusahaan Bioskop Menurut Genre,Komunikasi
983,Jumlah Pelanggan Telepon Indonesia menurut Jenis Penyelenggaraan Jaringan,Komunikasi
984,Persentase Oplah Penerbitan Berkala oleh Perusahaan Penerbit Menurut Jenis/Kategori,Komunikasi
1670,Persentase Rumah Tangga yang Memiliki/Menguasai Komputer Menurut Provinsi dan Sumber Penerangan Rumah Tangga,Komunikasi
1671,Persentase Penduduk yang Menggunakan Komputer menurut Provinsi dan Klasifikasi Daerah,Komunikasi
1674,Banyaknya Desa/Kelurahan yang Memiliki Keluarga Pelanggan Telepon Tetap Kabel Menurut Provinsi dan Klasifikasi Daerah,Komunikasi
1675,Banyaknya Desa/Kelurahan yang Menerima Sinyal Telepon Selular Menurut Provinsi (Sinyal Lemah),Komunikasi
1676,Banyaknya Desa/Kelurahan yang Menerima Sinyal Telepon Selular Menurut Provinsi (Sinyal Kuat),Komunikasi
1677,Banyaknya Desa/Kelurahan yang Memiliki Menara Base Transceiver Station (BTS) menurut Provinsi dan Klasifikasi Daerah,Komunikasi
1679,Banyaknya Desa/Kelurahan yang Tidak Memiliki Menara BTS Menurut Provinsi dan Penerimaan Sinyal Telepon Selular (Perkotaan),Komunikasi
1681,Banyaknya Desa/Kelurahan yang Tidak Memiliki Menara BTS Menurut Provinsi dan Penerimaan Sinyal Telepon Selular (Perdesaan),Komunikasi
1682,Banyaknya Desa/Kelurahan yang Tidak Memiliki Menara BTS Menurut Provinsi dan Penerimaan Sinyal Telepon Selular (Perkotaan+Perdesaan),Komunikasi
1684,Banyaknya Desa/Kelurahan yang Memiliki Menara BTS Menurut Provinsi dan Penerimaan Sinyal Telepon Selular (Perkotaan),Komunikasi
1685,Banyaknya Desa/Kelurahan yang Memiliki Menara BTS Menurut Provinsi dan Penerimaan Sinyal Telepon Selular (Perdesaan),Komunikasi
1686,Banyaknya Desa/Kelurahan yang Memiliki Menara BTS Menurut Provinsi dan Penerimaan Sinyal Telepon Selular (Perkotaan+Perdesaan),Komunikasi
1687,Persentase Rumah Tangga yang Memiliki/Menguasai Telepon Seluler Menurut Provinsi dan Sumber Penerangan Rumah Tangga (Perkotaan),Komunikasi
1688,Persentase Rumah Tangga yang Memiliki/Menguasai Telepon Seluler Menurut Provinsi dan Sumber Penerangan Rumah Tangga (Perdesaan),Komunikasi
1689,Persentase Rumah Tangga yang Memiliki/Menguasai Telepon Seluler Menurut Provinsi dan Sumber Penerangan Rumah Tangga (Perkotaan+Pedesaan),Komunikasi
1691,Rata-Rata Banyaknya Anggota Rumah Tangga yang Memiliki/Menguasai Telepon Selular dari Rumah Tangga yang Memiliki/Menguasai Telepon Selular Menurut Provinsi dan Klasifikasi Daerah,Komunikasi
1692,Banyaknya Desa/Kelurahan yang Memiliki Fasilitas Internet di Kantor Desa/Lurah menurut Provinsi dan Klasifikasi Daerah,Komunikasi
1693,Persentase Rumah Tangga yang Pernah Mengakses Internet dalam 3 Bulan Terakhir menurut Provinsi dan Sumber Penerangan Rumah Tangga (Perkotaan),Komunikasi
1694,Persentase Rumah Tangga yang Pernah Mengakses Internet dalam 3 Bulan Terakhir menurut Provinsi dan Sumber Penerangan Rumah Tangga (Perdesaan),Komunikasi
1695,Persentase Rumah Tangga yang Pernah Mengakses Internet dalam 3 Bulan Terakhir menurut Provinsi dan Sumber Penerangan Rumah Tangga (Perkotaan+Perdesaan),Komunikasi
1696,Persentase Penduduk Usia 5 Tahun ke Atas yang Pernah Mengakses Internet dalam 3 Bulan Terakhir menurut Provinsi dan Partisipasi Sekolah,Komunikasi
1698,Persentase Penduduk Usia 5 Tahun ke Atas  yang Pernah Mengakses Internet dalam 3 Bulan Terakhir menurut Provinsi dan Jenjang Pendidikan yang Sedang Diduduki,Komunikasi
1699,Persentase Penduduk Usia 5 Tahun ke Atas  yang Pernah Mengakses Internet dalam 3 Bulan Terakhir menurut Provinsi dan Kemampuan Membaca,Komunikasi
1700,Persentase Penduduk Usia 10 Tahun ke Atas  yang Pernah Mengakses Internet dalam 3 Bulan Terakhir menurut Provinsi dan Status Pekerjaan,Komunikasi
1704,Jumlah Keluarga yang Berlangganan Telepon Tetap Kabel menurut Provinsi,Komunikasi
1705,Persentase Penduduk yang Menggunakan Komputer menurut Provinsi dan Jenis Kelamin,Komunikasi
1707,Persentase Penduduk Usia 10 Tahun ke Atas yang Pernah Mengakses Internet dalam 3 Bulan Terakhir Menurut Provinsi dan Lapangan Usaha Utama,Komunikasi
1852,Persentase Rumah Tangga yang Memiliki/Menguasai Telepon Seluler Menurut Provinsi dan Status Penguasaan Tempat Tinggal (Perkotaan),Komunikasi
1853,Persentase Rumah Tangga yang Memiliki/Menguasai Telepon Seluler Menurut Provinsi dan Status Penguasaan Tempat Tinggal (Perdesaan),Komunikasi
1854,Persentase Rumah Tangga yang Memiliki/Menguasai Telepon Seluler Menurut Provinsi dan Status Penguasaan Tempat Tinggal (Perkotaan+Perdesaan),Komunikasi
1855,Persentase Rumah Tangga yang Memiliki Pengeluaran Telekomunikasi Menurut Provinsi dan Klasifikasi Daerah,Komunikasi
1856,Rata-Rata Konsumsi Rumah Tangga yang Memiliki Pengeluaran Telekomunikasi Menurut Provinsi,Komunikasi
1857,Rata-Rata Konsumsi Makanan Rumah Tangga yang Memiliki Pengeluaran Telekomunikasi Menurut Provinsi,Komunikasi
1858,Rata-Rata Konsumsi Non Makanan Rumah Tangga yang Memiliki Pengeluaran Telekomunikasi Menurut Provinsi,Komunikasi
1859,Rata-Rata Konsumsi Rumah Tangga untuk Telekomunikasi Menurut Provinsi,Komunikasi
1860,Persentase Rata-Rata Konsumsi Telekomunikasi Rumah Tangga Terhadap Konsumsi Non Makanan Menurut Provinsi,Komunikasi
1861,Persentase Rata-Rata Konsumsi Telekomunikasi Rumah Tangga Terhadap Konsumsi Total Menurut Provinsi,Komunikasi
2015,"Persentase pelanggan terlayani jaringan internet akses tetap pitalebar (fixed broadband) terhadap total rumah tangga, menurut provinsi",Komunikasi
1,Inflasi (Umum),Inflasi
2,Indeks Harga Konsumen (Umum),Inflasi
1708,Inflasi 90 Kota (Umum),Inflasi
1709,Indeks Harga Konsumen 90 Kota (Umum),Inflasi
1890,"Inflasi (2018=100) Menurut Kelompok dan Sub Kelompok 01 Makanan, Minuman dan Tembakau",Inflasi
1894,Inflasi (2018=100) Menurut Kelompok dan Sub Kelompok 02 Pakaian dan Alas Kaki,Inflasi
1895,"Inflasi (2018=100) Menurut Kelompok dan Sub Kelompok 03 Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",Inflasi
1897,"Inflasi (2018=100) Menurut Kelompok dan Sub Kelompok 04 Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",Inflasi
1898,Inflasi (2018=100) Menurut Kelompok dan Sub Kelompok 05 Kesehatan,Inflasi
1899,Inflasi (2018=100) Menurut Kelompok dan Sub Kelompok 06 Transportasi,Inflasi
1900,"Inflasi (2018=100) Menurut Kelompok dan Sub Kelompok 07 Informasi, Komunikasi dan Jasa Keuangan",Inflasi
1901,"Inflasi (2018=100) Menurut Kelompok dan Sub Kelompok 08 Rekreasi, Olahraga dan Budaya",Inflasi
1902,Inflasi (2018=100) Menurut Kelompok dan Sub Kelompok 09 Pendidikan,Inflasi
1903,Inflasi (2018=100) Menurut Kelompok dan Sub Kelompok 10 Penyediaan Makanan dan Minuman / Restoran,Inflasi
1904,Inflasi (2018=100) Menurut Kelompok dan Sub Kelompok 11 Perawatan Pribadi dan Jasa Lainnya,Inflasi
1905,"Indeks Harga Konsumen (2018=100) Menurut Kelompok dan Sub Kelompok 01 Makanan, Minuman dan Tembakau",Inflasi
1906,Indeks Harga Konsumen (2018=100) Menurut Kelompok dan Sub Kelompok 02 Pakaian dan Alas Kaki,Inflasi
1907,"Indeks Harga Konsumen (2018=100) Menurut Kelompok dan Sub Kelompok 03 Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",Inflasi
1908,"Indeks Harga Konsumen (2018=100) Menurut Kelompok dan Sub Kelompok 04 Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",Inflasi
1909,Indeks Harga Konsumen (2018=100) Menurut Kelompok dan Sub Kelompok 05 Kesehatan,Inflasi
1910,Indeks Harga Konsumen (2018=100) Menurut Kelompok dan Sub Kelompok 06 Transportasi,Inflasi
1911,"Indeks Harga Konsumen (2018=100) Menurut Kelompok dan Sub Kelompok 07 Informasi, Komunikasi dan Jasa Keuangan",Inflasi
1912,"Indeks Harga Konsumen (2018=100) Menurut Kelompok dan Sub Kelompok 08 Rekreasi, Olahraga dan Budaya",Inflasi
1913,Indeks Harga Konsumen (2018=100) Menurut Kelompok dan Sub Kelompok 09 Pendidikan,Inflasi
1915,Indeks Harga Konsumen (2018=100) Menurut Kelompok dan Sub Kelompok 10 Penyediaan Makanan dan Minuman / Restoran,Inflasi
1916,Indeks Harga Konsumen (2018=100) Menurut Kelompok dan Sub Kelompok 11 Perawatan Pribadi dan Jasa Lainnya,Inflasi
1917,"Inflasi Tahun Kalender (2018=100) Menurut Kelompok dan Sub Kelompok  01 Makanan, Minuman dan Tembakau",Inflasi
1918,Inflasi Tahun Kalender (2018=100) Menurut Kelompok dan Sub Kelompok 02 Pakaian dan Alas Kaki,Inflasi
1919,"Inflasi Tahun Kalender (2018=100) Menurut Kelompok dan Sub Kelompok 03 Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",Inflasi
1920,"Inflasi Tahun Kalender (2018=100) Menurut Kelompok dan Sub Kelompok 04 Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",Inflasi
1921,Inflasi Tahun Kalender (2018=100) Menurut Kelompok dan Sub Kelompok 05 Kesehatan,Inflasi
1922,Inflasi Tahun Kalender (2018=100) Menurut Kelompok dan Sub Kelompok 06 Transportasi,Inflasi
1923,"Inflasi Tahun Kalender (2018=100) Menurut Kelompok dan Sub Kelompok 07 Informasi, Komunikasi dan Jasa Keuangan",Inflasi
1924,"Inflasi Tahun Kalender (2018=100) Menurut Kelompok dan Sub Kelompok 08 Rekreasi, Olahraga dan Budaya",Inflasi
1925,Inflasi Tahun Kalender (2018=100) Menurut Kelompok dan Sub Kelompok 09 Pendidikan,Inflasi
1926,Inflasi Tahun Kalender (2018=100) Menurut Kelompok dan Sub Kelompok 10 Penyediaan Makanan dan Minuman / Restoran,Inflasi
1927,Inflasi Tahun Kalender (2018=100) Menurut Kelompok dan Sub Kelompok 11 Perawatan Pribadi dan Jasa Lainnya,Inflasi
1928,Inflasi (2012=100) Menurut Kelompok 01 Bahan Makanan,Inflasi
1929,"Inflasi (2012=100) Menurut Kelompok 02 Makanan Jadi, Minuman, Rokok dan Tembakau",Inflasi
1930,"Inflasi (2012=100) Menurut Kelompok 03 Perumahan, Air, Listrik, Gas dan Bahan Bakar",Inflasi
1931,Inflasi (2012=100) Menurut Kelompok 04 Sandang,Inflasi
1932,Inflasi (2012=100) Menurut Kelompok 05 Kesehatan,Inflasi
1933,"Inflasi (2012=100) Menurut Kelompok 06 Pendidikan, Rekreasi dan Olahraga",Inflasi
1934,"Inflasi (2012=100) Menurut Kelompok 07 Transpor, Komunikasi dan Jasa Keuangan",Inflasi
1935,Indeks Harga Konsumen (2012=100) Menurut Kelompok 01 Bahan Makanan,Inflasi
1936,"Indeks Harga Konsumen (2012=100) Menurut Kelompok 02 Makanan Jadi, Minuman, Rokok dan Tembakau",Inflasi
1937,"Indeks Harga Konsumen (2012=100) Menurut Kelompok 03 Perumahan, Air, Listrik, Gas dan Bahan Bakar",Inflasi
1938,Indeks Harga Konsumen (2012=100) Menurut Kelompok 04 Sandang,Inflasi
1939,Indeks Harga Konsumen (2012=100) Menurut Kelompok 05 Kesehatan,Inflasi
1940,"Indeks Harga Konsumen (2012=100) Menurut Kelompok 06 Pendidikan, Rekreasi dan Olahraga",Inflasi
1941,"Indeks Harga Konsumen (2012=100) Menurut Kelompok 07 Transpor, Komunikasi dan Jasa Keuangan",Inflasi
1942,Inflasi Tahun Kalender (2012=100) Menurut Kelompok 01 Bahan Makanan,Inflasi
1943,"Inflasi Tahun Kalender (2012=100) Menurut Kelompok 02 Makanan Jadi, Minuman, Rokok dan Tembakau",Inflasi
1944,"Inflasi Tahun Kalender (2012=100) Menurut Kelompok 03 Perumahan, Air, Listrik, Gas dan Bahan Bakar",Inflasi
1945,Inflasi Tahun Kalender (2012=100) Menurut Kelompok 04 Sandang,Inflasi
1946,Inflasi Tahun Kalender (2012=100) Menurut Kelompok 05 Kesehatan,Inflasi
1947,"Inflasi Tahun Kalender (2012=100) Menurut Kelompok 06 Pendidikan, Rekreasi dan Olahraga",Inflasi
1948,"Inflasi Tahun Kalender (2012=100) Menurut Kelompok 07 Transpor, Komunikasi dan Jasa Keuangan",Inflasi
100,Hari Orang Pekerja Harian Perusahaan Konstruksi,Konstruksi
128,Indeks Kemahalan Konstruksi,Konstruksi
213,Ringkasan Statistik Konstruksi,Konstruksi
216,Banyaknya Perusahaan Konstruksi,Konstruksi
223,Banyaknya Pekerja Tetap Perusahaan Konstruksi,Konstruksi
225,Balas Jasa Pekerja Tetap dan Upah Pekerja Harian Perusahaan Konstruksi,Konstruksi
229,Nilai Konstruksi yang Diselesaikan Perusahaan Konstruksi,Konstruksi
239,Banyaknya Sampel Usaha Konstruksi Perorangan,Konstruksi
240,Rata-Rata Pekerja Tetap Usaha Konstruksi Perorangan,Konstruksi
241,Median Hari Orang Pekerja Harian Usaha Konstruksi Perorangan,Konstruksi
242,Median Balas Jasa dan Upah Pekerja per Tahun Usaha Konstruksi Perorangan,Konstruksi
243,Median Nilai Konstruksi Usaha Konstruksi Perorangan,Konstruksi
245,Banyaknya Tenaga Kerja Ahli Konstruksi menurut Provinsi dan Kualifikasi,Konstruksi
247,Banyaknya Tenaga Terampil Konstruksi menurut Provinsi dan Kualifikasi,Konstruksi
253,Volume Pembangunan Rumah oleh Perum Perumnas,Konstruksi
255,Nilai Pembangunan Rumah oleh Perum Perumnas,Konstruksi
256,Rata-Rata Harga/Unit Pembangunan Rumah oleh Perum Perumnas,Konstruksi
260,Banyaknya Stok Akhir Rumah yang Dibangun oleh Perum Perumnas,Konstruksi
263,Rencana Pembangunan Rumah Siap Huni (RSH) oleh Perum Perumnas,Konstruksi
265,Realisasi Pembangunan Rumah Siap Huni (RSH) oleh Perum Perumnas ,Konstruksi
548,Indeks Triwulanan Pekerja Tetap Konstruksi Menurut Provinsi (2016=100),Konstruksi
549,Indeks Triwulanan Hari Orang Pekerja Harian Perusahaan Konstruksi Menurut Provinsi (2016=100),Konstruksi
550,Indeks Triwulanan Balas Jasa Pekerja Tetap dan Upah Pekerja Harian Konstruksi Menurut Provinsi (2016=100),Konstruksi
553,Indeks Triwulanan Nilai Konstruksi yang Diselesaikan Perusahaan Konstruksi Menurut Provinsi (2016=100),Konstruksi
985,Ringkasan Pendapatan Bruto dan Pengeluaran Perusahaan Konstruksi,Konstruksi
1031,Ringkasan Statistik Konstruksi Perorangan,Konstruksi
44,Persentase Rata-Rata Pengeluaran per Kapita Sebulan Menurut Kelompok Barang,Konsumsi dan Pengeluaran
54,Rata-rata Konsumsi Protein per Kapita Menurut Kelompok Makanan,Konsumsi dan Pengeluaran
55,Rata-rata Konsumsi Kalori per Kapita Sehari Menurut Kelompok Makanan,Konsumsi dan Pengeluaran
56,Indikator Konsumsi Terpilih,Konsumsi dan Pengeluaran
59,Ketersediaan Kalori per Kapita Menurut Kelompok Bahan Makanan,Konsumsi dan Pengeluaran
60,Ketersediaan Protein per Kapita Menurut Kelompok Bahan Makanan,Konsumsi dan Pengeluaran
544,Kebutuhan Hidup Minimum/Layak (Khm/Khl) Selama Sebulan (Rupiah) Menurut Provinsi,Konsumsi dan Pengeluaran
669,Ketersediaan Lemak per Kapita Menurut Kelompok Bahan Makanan,Konsumsi dan Pengeluaran
718,Rata-rata Pengeluaran Konsumsi Perkapita menurut Golongan Rumah Tangga,Konsumsi dan Pengeluaran
724,Rata - Rata Pengeluaran per Kapita Sebulan Menurut Kelompok Barang,Konsumsi dan Pengeluaran
779,Persentase Perkembangan Distribusi Pengeluaran		,Konsumsi dan Pengeluaran
898,Persentase Rata - Rata Pengeluaran per Kapita Sebulan di Daerah Perdesaan Menurut Provinsi dan Kelompok Barang,Konsumsi dan Pengeluaran
915,Rata-rata Jumlah Pendapatan perkapita Menurut Golongan Rumah Tangga,Konsumsi dan Pengeluaran
916,Persentase Rata‑Rata Pengeluaran per Kapita Sebulan di Daerah Perkotaan Menurut Provinsi dan Kelompok Barang,Konsumsi dan Pengeluaran
986,Pengeluaran Rata‑Rata per Kapita Sebulan di Daerah Perkotaan Menurut Kelompok Barang dan Golongan Pengeluaran per Kapita Sebulan Tahun 2000 - 2003 (Perkotaan),Konsumsi dan Pengeluaran
991,Pengeluaran Rata‑Rata per Kapita Sebulan di Daerah Perkotaan Menurut Kelompok Barang dan Golongan Pengeluaran per Kapita Sebulan Tahun 2004 - 2007 (Perkotaan),Konsumsi dan Pengeluaran
999,Pengeluaran Rata‑Rata per Kapita Sebulan di Daerah Perkotaan Menurut Kelompok Barang dan Golongan Pengeluaran per Kapita Sebulan Tahun 2008 - 2012 (Perkotaan),Konsumsi dan Pengeluaran
1003,Rata‑Rata Pengeluaran per Kapita Sebulan di Daerah Perkotaan Menurut Kelompok Barang dan Golongan Pengeluaran per Kapita Sebulan Tahun 2013 - 2014 (Perkotaan),Konsumsi dan Pengeluaran
1004,Rata‑Rata Pengeluaran per Kapita Sebulan di Daerah Perkotaan Menurut Kelompok Barang dan Golongan Pengeluaran per Kapita Sebulan Tahun 2015 - 2016 (Perkotaan),Konsumsi dan Pengeluaran
1009,Rata‑Rata Pengeluaran per Kapita Sebulan di Daerah Perdesaan  Menurut Kelompok Barang dan Golongan Pengeluaran per Kapita Sebulan Tahun 2000-2003 (Pedesaan),Konsumsi dan Pengeluaran
1010,Rata‑Rata Pengeluaran per Kapita Sebulan di Daerah Perdesaan  Menurut Kelompok Barang dan Golongan Pengeluaran per Kapita Sebulan Tahun 2004-2006 (Pedesaan),Konsumsi dan Pengeluaran
1011,Rata‑Rata Pengeluaran per Kapita Sebulan di Daerah Perdesaan  Menurut Kelompok Barang dan Golongan Pengeluaran per Kapita Sebulan Tahunan 2007-2012 (Pedesaan),Konsumsi dan Pengeluaran
1061,Rata‑Rata Konsumsi Kalori dan Protein per Kapita per Hari Menurut Provinsi,Konsumsi dan Pengeluaran
1066,Rata‑Rata Pengeluaran per Kapita Sebulan di Daerah Perdesaan Menurut Provinsi dan Kelompok Barang,Konsumsi dan Pengeluaran
1071,Jumlah Pendapatan Menurut Golongan Rumah Tangga,Konsumsi dan Pengeluaran
1072,Pengeluaran Rata‑Rata per Kapita Sebulan di Daerah Perkotaan dan Perdesaan Menurut Kelompok Barang dan Golongan Pengeluaran per Kapita Sebulan Tahun 2000-2003,Konsumsi dan Pengeluaran
1073,Pengeluaran Rata‑Rata per Kapita Sebulan di Daerah Perkotaan dan Perdesaan Menurut Kelompok Barang dan Golongan Pengeluaran per Kapita Sebulan 2004-2006,Konsumsi dan Pengeluaran
1074,Pengeluaran Rata‑Rata per Kapita Sebulan di Daerah Perkotaan dan Perdesaan Menurut Kelompok Barang dan Golongan Pengeluaran per Kapita Sebulan 2007-2012,Konsumsi dan Pengeluaran
1076,"Persentase Pengeluaran Rata-rata per Kapita Sebulan Menurut Kelompok Barang, Indonesia",Konsumsi dan Pengeluaran
1102,Rata-Rata Pengeluaran per Kapita Sebulan di Daerah Perkotaan dan Perdesaan Menurut Provinsi dan Kelompok Barang,Konsumsi dan Pengeluaran
1116,Rata-Rata Konsumsi per Kapita Seminggu Beberapa Macam Bahan Makanan Penting,Konsumsi dan Pengeluaran
1319,Proporsi Penduduk Dengan Asupan Kalori Minimum Di Bawah 1400 Kkal/Kapita/Hari Menurut Provinsi,Konsumsi dan Pengeluaran
1320,Proporsi Penduduk Dengan Asupan Kalori Minimum Di Bawah 1400 Kkal/Kapita/Hari Menurut Kelompok Pengeluaran,Konsumsi dan Pengeluaran
1324,Proporsi Penduduk Dengan Asupan Kalori Minimum Di Bawah 1400 Kkal/Kapita/Hari Menurut Daerah Tempat Tinggal,Konsumsi dan Pengeluaran
2087,Rata-rata Konsumsi Perkapita Seminggu di Daerah Perkotaan Menurut Komoditi Makanan  dan Golongan Pengeluaran per Kapita Seminggu,Konsumsi dan Pengeluaran
2089,Rata-rata Konsumsi Perkapita Seminggu di Daerah Pedesaan Menurut Komoditi Makanan dan Golongan Pengeluaran per Kapita Seminggu,Konsumsi dan Pengeluaran
2090,Rata-rata Konsumsi Perkapita Seminggu di Daerah Perkotaan dan Pedesaan Menurut Komoditi Makanan dan Golongan Pengeluaran per Kapita Seminggu,Konsumsi dan Pengeluaran
2091,Rata-rata Pengeluaran Perkapita Seminggu di Daerah Perkotaan Menurut Komoditi Makanan dan Golongan Pengeluaran per Kapita Seminggu,Konsumsi dan Pengeluaran
2092,Rata-rata Pengeluaran Perkapita Seminggu di Daerah Pedesaan Menurut Komoditi Makanan dan Golongan Pengeluaran per Kapita Seminggu,Konsumsi dan Pengeluaran
2093,Rata-rata Pengeluaran Perkapita Seminggu di Daerah Perkotaan dan Pedesaan Menurut Komoditi Makanan dan Golongan Pengeluaran per Kapita Seminggu,Konsumsi dan Pengeluaran
2094,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Padi-Padian Per Kabupaten/kota,Konsumsi dan Pengeluaran
2095,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Umbi-Umbian Per Kabupaten/kota,Konsumsi dan Pengeluaran
2096,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Ikan Per Kabupaten/kota,Konsumsi dan Pengeluaran
2097,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Daging Per Kabupaten/kota,Konsumsi dan Pengeluaran
2099,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Telur dan Susu Per Kabupaten/kota,Konsumsi dan Pengeluaran
2100,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Sayur-Sayuran Per Kabupaten/kota,Konsumsi dan Pengeluaran
2101,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Kacang-Kacangan Per Kabupaten/kota,Konsumsi dan Pengeluaran
