id,values,gender,year,data_title
1500144301160,26.98,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1500144301170,32.27,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1500144301180,33.78,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1500144301190,30.71,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1500144301200,31.42,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1500144301210,30.74,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1600144301150,18.6,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1600144301160,21.64,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1600144301170,23.77,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1600144301180,26.23,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1600144301190,25.59,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1600144301200,26.41,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1600144301210,26.32,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1700144301150,36.53,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1700144301160,41.0,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1700144301170,41.52,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1700144301180,38.31,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1700144301190,37.63,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1700144301200,38.39,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1700144301210,38.66,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1800144301150,12.46,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1800144301160,16.05,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1800144301170,18.84,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1800144301180,21.32,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1800144301190,21.98,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1800144301200,23.08,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1800144301210,22.64,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1900144301150,11.13,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1900144301160,14.48,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1900144301170,15.01,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1900144301180,13.2,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1900144301190,14.27,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1900144301200,14.73,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1900144301210,15.23,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
2100144301150,21.14,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
2100144301160,22.11,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
2100144301170,23.08,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
2100144301180,27.64,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
2100144301190,25.11,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
2100144301200,26.68,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
2100144301210,27.59,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3100144301150,32.72,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3100144301160,33.58,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3100144301170,34.94,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3100144301180,36.71,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3100144301190,39.43,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3100144301200,40.34,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3100144301210,40.05,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3200144301150,21.31,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3200144301160,24.59,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3200144301170,25.5,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3200144301180,25.14,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3200144301190,25.15,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3200144301200,25.75,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3200144301210,25.83,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3300144301150,19.28,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3300144301160,19.69,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3300144301170,21.88,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3300144301180,21.96,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3300144301190,21.8,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3300144301200,22.62,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3300144301210,23.86,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3400144301150,64.83,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3400144301160,65.51,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3400144301170,70.1,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3400144301180,70.6,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3400144301190,73.14,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3400144301200,74.69,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3400144301210,74.9,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3500144301150,22.14,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3500144301160,28.13,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3500144301170,30.23,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3500144301180,29.99,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3500144301190,29.2,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3500144301200,29.52,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3500144301210,29.96,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3600144301150,23.6,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3600144301160,29.02,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3600144301170,31.4,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3600144301180,33.4,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3600144301190,33.22,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3600144301200,33.07,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
3600144301210,32.51,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
5100144301150,32.06,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
5100144301160,31.61,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
5100144301170,35.81,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
5100144301180,36.4,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
5100144301190,35.96,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
5100144301200,36.46,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
5100144301210,36.51,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
5200144301150,26.3,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
5200144301160,25.89,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
5200144301170,28.09,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
5200144301180,29.75,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
5200144301190,30.7,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
5200144301200,31.28,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
5200144301210,32.26,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
5300144301150,24.51,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
5300144301160,26.92,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
5300144301170,29.21,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
5300144301180,30.14,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
5300144301190,30.22,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
5300144301200,31.28,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
5300144301210,33.27,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6100144301150,19.24,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6100144301160,20.98,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6100144301170,23.04,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6100144301180,22.68,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6100144301190,24.87,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6100144301200,25.36,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6100144301210,26.22,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6200144301150,21.1,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6200144301160,23.9,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6200144301170,24.89,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6200144301180,25.24,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6200144301190,25.45,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6200144301200,25.7,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6200144301210,26.46,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6300144301150,24.56,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6300144301160,23.24,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6300144301170,26.08,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6300144301180,26.41,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6300144301190,27.04,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6300144301200,27.35,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6300144301210,27.97,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6400144301150,28.44,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6400144301160,31.6,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6400144301170,35.58,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6400144301180,35.64,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6400144301190,37.78,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6400144301200,39.16,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6400144301210,40.21,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6500144301150,18.25,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6500144301160,24.35,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6500144301170,26.76,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6500144301180,21.58,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6500144301190,23.43,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6500144301200,22.71,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
6500144301210,25.23,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7100144301150,27.68,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7100144301160,31.32,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7100144301170,31.74,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7100144301180,35.0,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7100144301190,33.86,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7100144301200,34.61,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7100144301210,34.43,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7200144301150,31.56,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7200144301160,35.3,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7200144301170,39.22,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7200144301180,40.61,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7200144301190,38.64,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7200144301200,39.32,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7200144301210,40.11,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7300144301150,40.44,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7300144301160,40.75,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7300144301170,43.0,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7300144301180,41.23,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7300144301190,42.72,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7300144301200,42.69,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7300144301210,42.35,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7400144301150,42.31,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7400144301160,45.35,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7400144301170,46.98,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7400144301180,46.42,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7400144301190,47.56,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7400144301200,47.4,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7400144301210,44.77,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7500144301150,30.35,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7500144301160,32.23,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7500144301170,37.88,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7500144301180,35.23,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7500144301190,36.71,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7500144301200,37.74,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7500144301210,37.32,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7600144301150,25.51,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7600144301160,27.54,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7600144301170,29.72,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7600144301180,28.9,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7600144301190,30.85,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7600144301200,29.44,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
7600144301210,30.15,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
8100144301150,44.46,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
8100144301160,46.38,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
8100144301170,47.39,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
8100144301180,48.42,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
8100144301190,47.65,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
8100144301200,48.62,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
8100144301210,48.36,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
8200144301150,33.72,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
8200144301160,40.87,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
8200144301170,45.01,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
8200144301180,42.68,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
8200144301190,44.02,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
8200144301200,43.97,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
8200144301210,43.63,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
9100144301150,32.83,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
9100144301160,32.37,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
9100144301170,36.32,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
9100144301180,35.97,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
9100144301190,34.83,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
9100144301200,35.3,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
9100144301210,35.8,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
9400144301150,16.01,,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
9400144301160,20.44,,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
9400144301170,20.37,,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
9400144301180,19.03,,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
9400144301190,21.08,,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
9400144301200,21.87,,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
9400144301210,20.04,,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
