id,values,variabel,tahun,data_title
463801140,60.61,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berpendapat,2014,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
463801150,46.69,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berpendapat,2015,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
463801160,50.74,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berpendapat,2016,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
463801170,51.47,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berpendapat,2017,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
463801180,45.96,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berpendapat,2018,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
463801190,57.35,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berpendapat,2019,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
463801200,42.28,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berpendapat,2020,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
563801090,91.7,Aturan tertulis yang membatasi kebebasan menjalankan ibadah agama,2009,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
563801100,90.65,Aturan tertulis yang membatasi kebebasan menjalankan ibadah agama,2010,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
563801110,86.96,Aturan tertulis yang membatasi kebebasan menjalankan ibadah agama,2011,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
563801120,85.24,Aturan tertulis yang membatasi kebebasan menjalankan ibadah agama,2012,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
563801130,82.35,Aturan tertulis yang membatasi kebebasan menjalankan ibadah agama,2013,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
563801140,81.95,Aturan tertulis yang membatasi kebebasan menjalankan ibadah agama,2014,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
563801150,80.43,Aturan tertulis yang membatasi kebebasan menjalankan ibadah agama,2015,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
563801160,81.71,Aturan tertulis yang membatasi kebebasan menjalankan ibadah agama,2016,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
563801170,82.23,Aturan tertulis yang membatasi kebebasan menjalankan ibadah agama,2017,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
563801180,80.43,Aturan tertulis yang membatasi kebebasan menjalankan ibadah agama,2018,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
563801190,81.71,Aturan tertulis yang membatasi kebebasan menjalankan ibadah agama,2019,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
563801200,84.02,Aturan tertulis yang membatasi kebebasan menjalankan ibadah agama,2020,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
663801090,91.97,Tindakan/pernyataan pejabat membatasi kebebasan menjalankan ibadah agama,2009,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
663801100,83.86,Tindakan/pernyataan pejabat membatasi kebebasan menjalankan ibadah agama,2010,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
663801110,83.71,Tindakan/pernyataan pejabat membatasi kebebasan menjalankan ibadah agama,2011,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
663801120,81.67,Tindakan/pernyataan pejabat membatasi kebebasan menjalankan ibadah agama,2012,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
663801130,78.18,Tindakan/pernyataan pejabat membatasi kebebasan menjalankan ibadah agama,2013,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
663801140,81.06,Tindakan/pernyataan pejabat membatasi kebebasan menjalankan ibadah agama,2014,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
663801150,80.79,Tindakan/pernyataan pejabat membatasi kebebasan menjalankan ibadah agama,2015,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
663801160,84.19,Tindakan/pernyataan pejabat membatasi kebebasan menjalankan ibadah agama,2016,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
663801170,86.21,Tindakan/pernyataan pejabat membatasi kebebasan menjalankan ibadah agama,2017,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
663801180,84.38,Tindakan/pernyataan pejabat membatasi kebebasan menjalankan ibadah agama,2018,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
663801190,83.73,Tindakan/pernyataan pejabat membatasi kebebasan menjalankan ibadah agama,2019,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
663801200,93.38,Tindakan/pernyataan pejabat membatasi kebebasan menjalankan ibadah agama,2020,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
763801090,85.76,Ancaman/penggunaan kekerasan dari satu kelompok terkait ajaran agama,2009,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
763801100,86.67,Ancaman/penggunaan kekerasan dari satu kelompok terkait ajaran agama,2010,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
763801110,76.97,Ancaman/penggunaan kekerasan dari satu kelompok terkait ajaran agama,2011,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
763801120,79.39,Ancaman/penggunaan kekerasan dari satu kelompok terkait ajaran agama,2012,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
763801130,78.18,Ancaman/penggunaan kekerasan dari satu kelompok terkait ajaran agama,2013,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
763801140,89.09,Ancaman/penggunaan kekerasan dari satu kelompok terkait ajaran agama,2014,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
763801150,80.15,Ancaman/penggunaan kekerasan dari satu kelompok terkait ajaran agama,2015,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
763801160,80.0,Ancaman/penggunaan kekerasan dari satu kelompok terkait ajaran agama,2016,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
763801170,91.18,Ancaman/penggunaan kekerasan dari satu kelompok terkait ajaran agama,2017,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
763801180,91.47,Ancaman/penggunaan kekerasan dari satu kelompok terkait ajaran agama,2018,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
763801190,87.79,Ancaman/penggunaan kekerasan dari satu kelompok terkait ajaran agama,2019,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
763801200,92.35,Ancaman/penggunaan kekerasan dari satu kelompok terkait ajaran agama,2020,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
863801090,88.89,"Aturan tertulis yang diskriminatif dalam hal gender, etnis, kelompok",2009,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
863801100,88.89,"Aturan tertulis yang diskriminatif dalam hal gender, etnis, kelompok",2010,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
863801110,83.84,"Aturan tertulis yang diskriminatif dalam hal gender, etnis, kelompok",2011,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
863801120,81.31,"Aturan tertulis yang diskriminatif dalam hal gender, etnis, kelompok",2012,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
863801130,80.81,"Aturan tertulis yang diskriminatif dalam hal gender, etnis, kelompok",2013,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
863801140,80.3,"Aturan tertulis yang diskriminatif dalam hal gender, etnis, kelompok",2014,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
863801150,83.82,"Aturan tertulis yang diskriminatif dalam hal gender, etnis, kelompok",2015,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
863801160,81.37,"Aturan tertulis yang diskriminatif dalam hal gender, etnis, kelompok",2016,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
863801170,91.67,"Aturan tertulis yang diskriminatif dalam hal gender, etnis, kelompok",2017,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
863801180,92.16,"Aturan tertulis yang diskriminatif dalam hal gender, etnis, kelompok",2018,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
863801190,92.65,"Aturan tertulis yang diskriminatif dalam hal gender, etnis, kelompok",2019,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
863801200,92.65,"Aturan tertulis yang diskriminatif dalam hal gender, etnis, kelompok",2020,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
963801090,84.09,"Tindakan/pernyataan pejabat yang diskriminatif dalam hal gender, etnis, kelompok",2009,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
963801100,82.5,"Tindakan/pernyataan pejabat yang diskriminatif dalam hal gender, etnis, kelompok",2010,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
963801110,90.38,"Tindakan/pernyataan pejabat yang diskriminatif dalam hal gender, etnis, kelompok",2011,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
963801120,85.0,"Tindakan/pernyataan pejabat yang diskriminatif dalam hal gender, etnis, kelompok",2012,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
963801130,86.97,"Tindakan/pernyataan pejabat yang diskriminatif dalam hal gender, etnis, kelompok",2013,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
963801140,90.15,"Tindakan/pernyataan pejabat yang diskriminatif dalam hal gender, etnis, kelompok",2014,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
963801150,88.97,"Tindakan/pernyataan pejabat yang diskriminatif dalam hal gender, etnis, kelompok",2015,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
963801160,95.59,"Tindakan/pernyataan pejabat yang diskriminatif dalam hal gender, etnis, kelompok",2016,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
963801170,93.29,"Tindakan/pernyataan pejabat yang diskriminatif dalam hal gender, etnis, kelompok",2017,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
963801180,91.91,"Tindakan/pernyataan pejabat yang diskriminatif dalam hal gender, etnis, kelompok",2018,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
963801190,88.97,"Tindakan/pernyataan pejabat yang diskriminatif dalam hal gender, etnis, kelompok",2019,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
963801200,93.84,"Tindakan/pernyataan pejabat yang diskriminatif dalam hal gender, etnis, kelompok",2020,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1063801090,93.03,"Ancaman/penggunaan kekerasan oleh masyarakat karena alasan gender, etnis, kelompok",2009,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1063801100,92.53,"Ancaman/penggunaan kekerasan oleh masyarakat karena alasan gender, etnis, kelompok",2010,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1063801110,95.45,"Ancaman/penggunaan kekerasan oleh masyarakat karena alasan gender, etnis, kelompok",2011,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1063801120,88.48,"Ancaman/penggunaan kekerasan oleh masyarakat karena alasan gender, etnis, kelompok",2012,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1063801130,92.02,"Ancaman/penggunaan kekerasan oleh masyarakat karena alasan gender, etnis, kelompok",2013,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1063801140,91.41,"Ancaman/penggunaan kekerasan oleh masyarakat karena alasan gender, etnis, kelompok",2014,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1063801150,91.18,"Ancaman/penggunaan kekerasan oleh masyarakat karena alasan gender, etnis, kelompok",2015,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1063801160,87.75,"Ancaman/penggunaan kekerasan oleh masyarakat karena alasan gender, etnis, kelompok",2016,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1063801170,87.5,"Ancaman/penggunaan kekerasan oleh masyarakat karena alasan gender, etnis, kelompok",2017,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1063801180,91.18,"Ancaman/penggunaan kekerasan oleh masyarakat karena alasan gender, etnis, kelompok",2018,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1063801190,94.85,"Ancaman/penggunaan kekerasan oleh masyarakat karena alasan gender, etnis, kelompok",2019,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1063801200,86.27,"Ancaman/penggunaan kekerasan oleh masyarakat karena alasan gender, etnis, kelompok",2020,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1163801090,84.52,Hak memilih atau dipilih terhambat,2009,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1163801100,84.52,Hak memilih atau dipilih terhambat,2010,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1163801110,84.52,Hak memilih atau dipilih terhambat,2011,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1163801120,84.52,Hak memilih atau dipilih terhambat,2012,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1163801130,84.52,Hak memilih atau dipilih terhambat,2013,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1163801140,95.75,Hak memilih atau dipilih terhambat,2014,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1163801150,95.83,Hak memilih atau dipilih terhambat,2015,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1163801160,95.83,Hak memilih atau dipilih terhambat,2016,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1163801170,95.83,Hak memilih atau dipilih terhambat,2017,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1163801180,95.83,Hak memilih atau dipilih terhambat,2018,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1163801190,94.8,Hak memilih atau dipilih terhambat,2019,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1163801200,94.8,Hak memilih atau dipilih terhambat,2020,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1263801090,50.0,Ketiadaan/kurangnya fasilitas sehingga penyandang disabilitas tidak dapat menggunakan hak pilih,2009,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1263801100,50.0,Ketiadaan/kurangnya fasilitas sehingga penyandang disabilitas tidak dapat menggunakan hak pilih,2010,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1263801110,50.0,Ketiadaan/kurangnya fasilitas sehingga penyandang disabilitas tidak dapat menggunakan hak pilih,2011,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1263801120,50.0,Ketiadaan/kurangnya fasilitas sehingga penyandang disabilitas tidak dapat menggunakan hak pilih,2012,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1263801130,50.0,Ketiadaan/kurangnya fasilitas sehingga penyandang disabilitas tidak dapat menggunakan hak pilih,2013,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1263801140,60.0,Ketiadaan/kurangnya fasilitas sehingga penyandang disabilitas tidak dapat menggunakan hak pilih,2014,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1263801150,60.0,Ketiadaan/kurangnya fasilitas sehingga penyandang disabilitas tidak dapat menggunakan hak pilih,2015,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1263801160,60.0,Ketiadaan/kurangnya fasilitas sehingga penyandang disabilitas tidak dapat menggunakan hak pilih,2016,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1263801170,60.0,Ketiadaan/kurangnya fasilitas sehingga penyandang disabilitas tidak dapat menggunakan hak pilih,2017,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1263801180,60.0,Ketiadaan/kurangnya fasilitas sehingga penyandang disabilitas tidak dapat menggunakan hak pilih,2018,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1263801190,96.53,Ketiadaan/kurangnya fasilitas sehingga penyandang disabilitas tidak dapat menggunakan hak pilih,2019,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1263801200,96.53,Ketiadaan/kurangnya fasilitas sehingga penyandang disabilitas tidak dapat menggunakan hak pilih,2020,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1363801090,30.0,Kualitas Daftar Pemilih Tetap (DPT),2009,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1363801100,30.0,Kualitas Daftar Pemilih Tetap (DPT),2010,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1363801110,30.0,Kualitas Daftar Pemilih Tetap (DPT),2011,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1363801120,30.0,Kualitas Daftar Pemilih Tetap (DPT),2012,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1363801130,30.0,Kualitas Daftar Pemilih Tetap (DPT),2013,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1363801140,75.8,Kualitas Daftar Pemilih Tetap (DPT),2014,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1363801150,74.44,Kualitas Daftar Pemilih Tetap (DPT),2015,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1363801160,74.44,Kualitas Daftar Pemilih Tetap (DPT),2016,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1363801170,74.44,Kualitas Daftar Pemilih Tetap (DPT),2017,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1363801180,74.44,Kualitas Daftar Pemilih Tetap (DPT),2018,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1363801190,73.67,Kualitas Daftar Pemilih Tetap (DPT),2019,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1363801200,73.67,Kualitas Daftar Pemilih Tetap (DPT),2020,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1463801090,73.82,Voters Turnout,2009,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1463801100,73.82,Voters Turnout,2010,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1463801110,73.82,Voters Turnout,2011,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1463801120,73.82,Voters Turnout,2012,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1463801130,73.82,Voters Turnout,2013,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1463801140,75.26,Voters Turnout,2014,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1463801150,75.07,Voters Turnout,2015,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1463801160,75.07,Voters Turnout,2016,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1463801170,75.07,Voters Turnout,2017,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1463801180,75.07,Voters Turnout,2018,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1463801190,82.54,Voters Turnout,2019,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1463801200,82.54,Voters Turnout,2020,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1563801090,52.07,Persentase perempuan terpilih terhadap total anggota DPRD Propinsi,2009,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1563801100,51.41,Persentase perempuan terpilih terhadap total anggota DPRD Propinsi,2010,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1563801110,52.77,Persentase perempuan terpilih terhadap total anggota DPRD Propinsi,2011,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1563801120,54.3,Persentase perempuan terpilih terhadap total anggota DPRD Propinsi,2012,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1563801130,54.84,Persentase perempuan terpilih terhadap total anggota DPRD Propinsi,2013,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1563801140,52.39,Persentase perempuan terpilih terhadap total anggota DPRD Propinsi,2014,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1563801150,53.49,Persentase perempuan terpilih terhadap total anggota DPRD Propinsi,2015,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1563801160,54.29,Persentase perempuan terpilih terhadap total anggota DPRD Propinsi,2016,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1563801170,57.31,Persentase perempuan terpilih terhadap total anggota DPRD Propinsi,2017,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1563801180,59.61,Persentase perempuan terpilih terhadap total anggota DPRD Propinsi,2018,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1563801190,58.63,Persentase perempuan terpilih terhadap total anggota DPRD Propinsi,2019,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1563801200,59.31,Persentase perempuan terpilih terhadap total anggota DPRD Propinsi,2020,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1663801090,81.75,Demonstrasi/mogok yang bersifat kekerasan,2009,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1663801100,47.47,Demonstrasi/mogok yang bersifat kekerasan,2010,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1663801110,35.7,Demonstrasi/mogok yang bersifat kekerasan,2011,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1663801120,19.12,Demonstrasi/mogok yang bersifat kekerasan,2012,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1663801130,18.71,Demonstrasi/mogok yang bersifat kekerasan,2013,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
1663801140,23.73,Demonstrasi/mogok yang bersifat kekerasan,2014,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
