id,values,provinsi,tahun,aspek,data_title
11006277971170,72.19,ACEH,2017,[Subdimensi Personal] Kesehatan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
11006277971210,75.45,ACEH,2021,[Subdimensi Personal] Kesehatan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
11006277981170,70.17,ACEH,2017,[Subdimensi Personal] Kondisi Rumah dan Aset,Dimensi Kepuasan Hidup Indeks Kebahagiaan
11006277981210,71.6,ACEH,2021,[Subdimensi Personal] Kondisi Rumah dan Aset,Dimensi Kepuasan Hidup Indeks Kebahagiaan
11006277991170,67.24,ACEH,2017,Subdimensi Personal (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
11006277991210,70.0,ACEH,2021,Subdimensi Personal (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
11006278001170,78.42,ACEH,2017,[Subdimensi Sosial] Hubungan Sosial,Dimensi Kepuasan Hidup Indeks Kebahagiaan
11006278001210,80.93,ACEH,2021,[Subdimensi Sosial] Hubungan Sosial,Dimensi Kepuasan Hidup Indeks Kebahagiaan
11006278011170,78.09,ACEH,2017,[Subdimensi Sosial] Keadaan Lingkungan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
11006278011210,81.32,ACEH,2021,[Subdimensi Sosial] Keadaan Lingkungan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
11006278021170,81.07,ACEH,2017,[Subdimensi Sosial] Kondisi Keamanan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
11006278021210,81.6,ACEH,2021,[Subdimensi Sosial] Kondisi Keamanan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
11006278031170,82.44,ACEH,2017,[Subdimensi Sosial] Keharmonisan Keluarga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
11006278031210,84.29,ACEH,2021,[Subdimensi Sosial] Keharmonisan Keluarga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
11006278041170,73.26,ACEH,2017,[Subdimensi Sosial] Ketersediaan Waktu Luang,Dimensi Kepuasan Hidup Indeks Kebahagiaan
11006278041210,76.81,ACEH,2021,[Subdimensi Sosial] Ketersediaan Waktu Luang,Dimensi Kepuasan Hidup Indeks Kebahagiaan
11006278051170,78.66,ACEH,2017,Subdimensi Sosial (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
11006278051210,81.01,ACEH,2021,Subdimensi Sosial (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
11006278061170,72.95,ACEH,2017,Dimensi Kepuasan Hidup (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
11006278061210,75.5,ACEH,2021,Dimensi Kepuasan Hidup (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006277941170,56.68,SUMATERA UTARA,2017,[Subdimensi Personal] Pendidikan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006277941210,61.57,SUMATERA UTARA,2021,[Subdimensi Personal] Pendidikan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006277951170,63.93,SUMATERA UTARA,2017,[Subdimensi Personal] Pekerjaan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006277951210,70.81,SUMATERA UTARA,2021,[Subdimensi Personal] Pekerjaan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006277961170,58.7,SUMATERA UTARA,2017,[Subdimensi Personal] Pendapatan Rumah Tangga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006277961210,64.75,SUMATERA UTARA,2021,[Subdimensi Personal] Pendapatan Rumah Tangga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006277971170,69.09,SUMATERA UTARA,2017,[Subdimensi Personal] Kesehatan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006277971210,76.0,SUMATERA UTARA,2021,[Subdimensi Personal] Kesehatan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006277981170,66.93,SUMATERA UTARA,2017,[Subdimensi Personal] Kondisi Rumah dan Aset,Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006277981210,72.95,SUMATERA UTARA,2021,[Subdimensi Personal] Kondisi Rumah dan Aset,Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006277991170,62.89,SUMATERA UTARA,2017,Subdimensi Personal (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006277991210,69.05,SUMATERA UTARA,2021,Subdimensi Personal (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006278001170,73.86,SUMATERA UTARA,2017,[Subdimensi Sosial] Hubungan Sosial,Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006278001210,79.2,SUMATERA UTARA,2021,[Subdimensi Sosial] Hubungan Sosial,Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006278011170,73.38,SUMATERA UTARA,2017,[Subdimensi Sosial] Keadaan Lingkungan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006278011210,80.94,SUMATERA UTARA,2021,[Subdimensi Sosial] Keadaan Lingkungan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006278021170,73.67,SUMATERA UTARA,2017,[Subdimensi Sosial] Kondisi Keamanan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006278021210,78.9,SUMATERA UTARA,2021,[Subdimensi Sosial] Kondisi Keamanan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006278031170,79.22,SUMATERA UTARA,2017,[Subdimensi Sosial] Keharmonisan Keluarga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006278031210,82.62,SUMATERA UTARA,2021,[Subdimensi Sosial] Keharmonisan Keluarga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006278041170,70.79,SUMATERA UTARA,2017,[Subdimensi Sosial] Ketersediaan Waktu Luang,Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006278041210,75.33,SUMATERA UTARA,2021,[Subdimensi Sosial] Ketersediaan Waktu Luang,Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006278051170,74.18,SUMATERA UTARA,2017,Subdimensi Sosial (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006278051210,79.44,SUMATERA UTARA,2021,Subdimensi Sosial (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006278061170,68.54,SUMATERA UTARA,2017,Dimensi Kepuasan Hidup (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
12006278061210,74.24,SUMATERA UTARA,2021,Dimensi Kepuasan Hidup (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006277941170,60.53,SUMATERA BARAT,2017,[Subdimensi Personal] Pendidikan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006277941210,62.56,SUMATERA BARAT,2021,[Subdimensi Personal] Pendidikan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006277951170,68.12,SUMATERA BARAT,2017,[Subdimensi Personal] Pekerjaan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006277951210,71.29,SUMATERA BARAT,2021,[Subdimensi Personal] Pekerjaan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006277961170,64.25,SUMATERA BARAT,2017,[Subdimensi Personal] Pendapatan Rumah Tangga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006277961210,66.06,SUMATERA BARAT,2021,[Subdimensi Personal] Pendapatan Rumah Tangga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006277971170,72.02,SUMATERA BARAT,2017,[Subdimensi Personal] Kesehatan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006277971210,75.82,SUMATERA BARAT,2021,[Subdimensi Personal] Kesehatan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006277981170,70.72,SUMATERA BARAT,2017,[Subdimensi Personal] Kondisi Rumah dan Aset,Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006277981210,73.11,SUMATERA BARAT,2021,[Subdimensi Personal] Kondisi Rumah dan Aset,Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006277991170,67.03,SUMATERA BARAT,2017,Subdimensi Personal (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006277991210,69.63,SUMATERA BARAT,2021,Subdimensi Personal (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006278001170,76.62,SUMATERA BARAT,2017,[Subdimensi Sosial] Hubungan Sosial,Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006278001210,77.86,SUMATERA BARAT,2021,[Subdimensi Sosial] Hubungan Sosial,Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006278011170,78.12,SUMATERA BARAT,2017,[Subdimensi Sosial] Keadaan Lingkungan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006278011210,81.52,SUMATERA BARAT,2021,[Subdimensi Sosial] Keadaan Lingkungan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006278021170,79.28,SUMATERA BARAT,2017,[Subdimensi Sosial] Kondisi Keamanan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006278021210,80.54,SUMATERA BARAT,2021,[Subdimensi Sosial] Kondisi Keamanan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006278031170,81.28,SUMATERA BARAT,2017,[Subdimensi Sosial] Keharmonisan Keluarga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006278031210,82.64,SUMATERA BARAT,2021,[Subdimensi Sosial] Keharmonisan Keluarga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006278041170,72.21,SUMATERA BARAT,2017,[Subdimensi Sosial] Ketersediaan Waktu Luang,Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006278041210,74.13,SUMATERA BARAT,2021,[Subdimensi Sosial] Ketersediaan Waktu Luang,Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006278051170,77.5,SUMATERA BARAT,2017,Subdimensi Sosial (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006278051210,79.34,SUMATERA BARAT,2021,Subdimensi Sosial (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006278061170,72.27,SUMATERA BARAT,2017,Dimensi Kepuasan Hidup (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
13006278061210,74.49,SUMATERA BARAT,2021,Dimensi Kepuasan Hidup (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006277941170,61.25,RIAU,2017,[Subdimensi Personal] Pendidikan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006277941210,61.0,RIAU,2021,[Subdimensi Personal] Pendidikan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006277951170,68.06,RIAU,2017,[Subdimensi Personal] Pekerjaan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006277951210,72.8,RIAU,2021,[Subdimensi Personal] Pekerjaan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006277961170,63.81,RIAU,2017,[Subdimensi Personal] Pendapatan Rumah Tangga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006277961210,67.02,RIAU,2021,[Subdimensi Personal] Pendapatan Rumah Tangga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006277971170,72.03,RIAU,2017,[Subdimensi Personal] Kesehatan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006277971210,76.57,RIAU,2021,[Subdimensi Personal] Kesehatan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006277981170,71.41,RIAU,2017,[Subdimensi Personal] Kondisi Rumah dan Aset,Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006277981210,74.06,RIAU,2021,[Subdimensi Personal] Kondisi Rumah dan Aset,Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006277991170,67.19,RIAU,2017,Subdimensi Personal (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006277991210,70.21,RIAU,2021,Subdimensi Personal (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006278001170,76.41,RIAU,2017,[Subdimensi Sosial] Hubungan Sosial,Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006278001210,79.84,RIAU,2021,[Subdimensi Sosial] Hubungan Sosial,Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006278011170,74.19,RIAU,2017,[Subdimensi Sosial] Keadaan Lingkungan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006278011210,81.77,RIAU,2021,[Subdimensi Sosial] Keadaan Lingkungan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006278021170,77.16,RIAU,2017,[Subdimensi Sosial] Kondisi Keamanan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006278021210,81.09,RIAU,2021,[Subdimensi Sosial] Kondisi Keamanan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006278031170,80.76,RIAU,2017,[Subdimensi Sosial] Keharmonisan Keluarga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006278031210,84.64,RIAU,2021,[Subdimensi Sosial] Keharmonisan Keluarga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006278041170,72.96,RIAU,2017,[Subdimensi Sosial] Ketersediaan Waktu Luang,Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006278041210,77.41,RIAU,2021,[Subdimensi Sosial] Ketersediaan Waktu Luang,Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006278051170,76.28,RIAU,2017,Subdimensi Sosial (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006278051210,80.95,RIAU,2021,Subdimensi Sosial (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006278061170,71.74,RIAU,2017,Dimensi Kepuasan Hidup (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
14006278061210,75.58,RIAU,2021,Dimensi Kepuasan Hidup (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006277941170,59.28,JAMBI,2017,[Subdimensi Personal] Pendidikan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006277941210,64.29,JAMBI,2021,[Subdimensi Personal] Pendidikan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006277951170,66.73,JAMBI,2017,[Subdimensi Personal] Pekerjaan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006277951210,74.55,JAMBI,2021,[Subdimensi Personal] Pekerjaan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006277961170,63.36,JAMBI,2017,[Subdimensi Personal] Pendapatan Rumah Tangga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006277961210,69.85,JAMBI,2021,[Subdimensi Personal] Pendapatan Rumah Tangga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006277971170,70.97,JAMBI,2017,[Subdimensi Personal] Kesehatan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006277971210,77.02,JAMBI,2021,[Subdimensi Personal] Kesehatan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006277981170,69.77,JAMBI,2017,[Subdimensi Personal] Kondisi Rumah dan Aset,Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006277981210,74.47,JAMBI,2021,[Subdimensi Personal] Kondisi Rumah dan Aset,Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006277991170,65.93,JAMBI,2017,Subdimensi Personal (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006277991210,72.0,JAMBI,2021,Subdimensi Personal (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006278001170,76.22,JAMBI,2017,[Subdimensi Sosial] Hubungan Sosial,Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006278001210,80.17,JAMBI,2021,[Subdimensi Sosial] Hubungan Sosial,Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006278011170,75.97,JAMBI,2017,[Subdimensi Sosial] Keadaan Lingkungan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006278011210,82.63,JAMBI,2021,[Subdimensi Sosial] Keadaan Lingkungan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006278021170,76.9,JAMBI,2017,[Subdimensi Sosial] Kondisi Keamanan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006278021210,81.46,JAMBI,2021,[Subdimensi Sosial] Kondisi Keamanan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006278031170,79.35,JAMBI,2017,[Subdimensi Sosial] Keharmonisan Keluarga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006278031210,85.11,JAMBI,2021,[Subdimensi Sosial] Keharmonisan Keluarga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006278041170,72.08,JAMBI,2017,[Subdimensi Sosial] Ketersediaan Waktu Luang,Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006278041210,77.66,JAMBI,2021,[Subdimensi Sosial] Ketersediaan Waktu Luang,Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006278051170,76.12,JAMBI,2017,Subdimensi Sosial (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006278051210,81.4,JAMBI,2021,Subdimensi Sosial (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006278061170,71.02,JAMBI,2017,Dimensi Kepuasan Hidup (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
15006278061210,76.7,JAMBI,2021,Dimensi Kepuasan Hidup (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006277941170,61.29,SUMATERA SELATAN,2017,[Subdimensi Personal] Pendidikan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006277941210,62.06,SUMATERA SELATAN,2021,[Subdimensi Personal] Pendidikan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006277951170,68.0,SUMATERA SELATAN,2017,[Subdimensi Personal] Pekerjaan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006277951210,72.03,SUMATERA SELATAN,2021,[Subdimensi Personal] Pekerjaan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006277961170,64.22,SUMATERA SELATAN,2017,[Subdimensi Personal] Pendapatan Rumah Tangga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006277961210,65.65,SUMATERA SELATAN,2021,[Subdimensi Personal] Pendapatan Rumah Tangga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006277971170,72.26,SUMATERA SELATAN,2017,[Subdimensi Personal] Kesehatan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006277971210,77.19,SUMATERA SELATAN,2021,[Subdimensi Personal] Kesehatan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006277981170,69.88,SUMATERA SELATAN,2017,[Subdimensi Personal] Kondisi Rumah dan Aset,Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006277981210,73.68,SUMATERA SELATAN,2021,[Subdimensi Personal] Kondisi Rumah dan Aset,Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006277991170,67.01,SUMATERA SELATAN,2017,Subdimensi Personal (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006277991210,69.96,SUMATERA SELATAN,2021,Subdimensi Personal (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006278001170,76.56,SUMATERA SELATAN,2017,[Subdimensi Sosial] Hubungan Sosial,Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006278001210,80.39,SUMATERA SELATAN,2021,[Subdimensi Sosial] Hubungan Sosial,Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006278011170,76.07,SUMATERA SELATAN,2017,[Subdimensi Sosial] Keadaan Lingkungan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006278011210,81.5,SUMATERA SELATAN,2021,[Subdimensi Sosial] Keadaan Lingkungan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006278021170,76.29,SUMATERA SELATAN,2017,[Subdimensi Sosial] Kondisi Keamanan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006278021210,79.87,SUMATERA SELATAN,2021,[Subdimensi Sosial] Kondisi Keamanan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006278031170,82.18,SUMATERA SELATAN,2017,[Subdimensi Sosial] Keharmonisan Keluarga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006278031210,85.14,SUMATERA SELATAN,2021,[Subdimensi Sosial] Keharmonisan Keluarga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006278041170,74.09,SUMATERA SELATAN,2017,[Subdimensi Sosial] Ketersediaan Waktu Luang,Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006278041210,76.38,SUMATERA SELATAN,2021,[Subdimensi Sosial] Ketersediaan Waktu Luang,Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006278051170,77.03,SUMATERA SELATAN,2017,Subdimensi Sosial (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006278051210,80.68,SUMATERA SELATAN,2021,Subdimensi Sosial (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006278061170,72.02,SUMATERA SELATAN,2017,Dimensi Kepuasan Hidup (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
16006278061210,75.32,SUMATERA SELATAN,2021,Dimensi Kepuasan Hidup (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
17006277941170,58.57,BENGKULU,2017,[Subdimensi Personal] Pendidikan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
17006277941210,58.07,BENGKULU,2021,[Subdimensi Personal] Pendidikan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
17006277951170,65.09,BENGKULU,2017,[Subdimensi Personal] Pekerjaan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
17006277951210,69.06,BENGKULU,2021,[Subdimensi Personal] Pekerjaan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
17006277961170,59.8,BENGKULU,2017,[Subdimensi Personal] Pendapatan Rumah Tangga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
17006277961210,64.69,BENGKULU,2021,[Subdimensi Personal] Pendapatan Rumah Tangga,Dimensi Kepuasan Hidup Indeks Kebahagiaan
17006277971170,69.99,BENGKULU,2017,[Subdimensi Personal] Kesehatan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
17006277971210,73.88,BENGKULU,2021,[Subdimensi Personal] Kesehatan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
17006277981170,67.28,BENGKULU,2017,[Subdimensi Personal] Kondisi Rumah dan Aset,Dimensi Kepuasan Hidup Indeks Kebahagiaan
17006277981210,70.99,BENGKULU,2021,[Subdimensi Personal] Kondisi Rumah dan Aset,Dimensi Kepuasan Hidup Indeks Kebahagiaan
17006277991170,63.96,BENGKULU,2017,Subdimensi Personal (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
17006277991210,67.26,BENGKULU,2021,Subdimensi Personal (Total),Dimensi Kepuasan Hidup Indeks Kebahagiaan
17006278001170,76.43,BENGKULU,2017,[Subdimensi Sosial] Hubungan Sosial,Dimensi Kepuasan Hidup Indeks Kebahagiaan
17006278001210,77.59,BENGKULU,2021,[Subdimensi Sosial] Hubungan Sosial,Dimensi Kepuasan Hidup Indeks Kebahagiaan
17006278011170,77.57,BENGKULU,2017,[Subdimensi Sosial] Keadaan Lingkungan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
17006278011210,79.69,BENGKULU,2021,[Subdimensi Sosial] Keadaan Lingkungan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
17006278021170,77.1,BENGKULU,2017,[Subdimensi Sosial] Kondisi Keamanan,Dimensi Kepuasan Hidup Indeks Kebahagiaan
