id,values,variabel,tahun,data_title
663701160,61.24,Partisipasi Politik dalam Pengambilan Keputusan dan Pengawasan,2016,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
663701170,56.16,Partisipasi Politik dalam Pengambilan Keputusan dan Pengawasan,2017,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
663701180,54.28,Partisipasi Politik dalam Pengambilan Keputusan dan Pengawasan,2018,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
663701190,56.72,Partisipasi Politik dalam Pengambilan Keputusan dan Pengawasan,2019,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
663701200,54.0,Partisipasi Politik dalam Pengambilan Keputusan dan Pengawasan,2020,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
763701090,87.67,Pemilu yang Bebas dan Adil,2009,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
763701100,87.67,Pemilu yang Bebas dan Adil,2010,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
763701110,87.67,Pemilu yang Bebas dan Adil,2011,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
763701120,87.67,Pemilu yang Bebas dan Adil,2012,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
763701130,87.67,Pemilu yang Bebas dan Adil,2013,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
763701140,95.36,Pemilu yang Bebas dan Adil,2014,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
763701150,95.48,Pemilu yang Bebas dan Adil,2015,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
763701160,95.48,Pemilu yang Bebas dan Adil,2016,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
763701170,95.48,Pemilu yang Bebas dan Adil,2017,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
763701180,95.48,Pemilu yang Bebas dan Adil,2018,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
763701190,85.75,Pemilu yang Bebas dan Adil,2019,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
763701200,85.75,Pemilu yang Bebas dan Adil,2020,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
863701090,38.03,Peran DPRD,2009,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
863701100,42.89,Peran DPRD,2010,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
863701110,47.39,Peran DPRD,2011,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
863701120,35.53,Peran DPRD,2012,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
863701130,36.62,Peran DPRD,2013,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
863701140,39.98,Peran DPRD,2014,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
863701150,42.9,Peran DPRD,2015,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
863701160,46.76,Peran DPRD,2016,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
863701170,59.78,Peran DPRD,2017,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
863701180,58.92,Peran DPRD,2018,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
863701190,61.74,Peran DPRD,2019,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
863701200,64.94,Peran DPRD,2020,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
963701090,19.29,Peran Partai Politik,2009,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
963701100,23.37,Peran Partai Politik,2010,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
963701110,64.69,Peran Partai Politik,2011,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
963701120,69.52,Peran Partai Politik,2012,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
963701130,35.51,Peran Partai Politik,2013,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
963701140,61.71,Peran Partai Politik,2014,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
963701150,59.09,Peran Partai Politik,2015,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
963701160,52.29,Peran Partai Politik,2016,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
963701170,71.64,Peran Partai Politik,2017,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
963701180,82.1,Peran Partai Politik,2018,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
963701190,80.62,Peran Partai Politik,2019,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
963701200,75.66,Peran Partai Politik,2020,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1063701090,88.58,Peran Birokrasi Pemerintah Daerah,2009,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1063701100,88.58,Peran Birokrasi Pemerintah Daerah,2010,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1063701110,88.58,Peran Birokrasi Pemerintah Daerah,2011,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1063701120,88.58,Peran Birokrasi Pemerintah Daerah,2012,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1063701130,88.58,Peran Birokrasi Pemerintah Daerah,2013,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1063701140,99.38,Peran Birokrasi Pemerintah Daerah,2014,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1063701150,53.11,Peran Birokrasi Pemerintah Daerah,2015,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1063701160,47.51,Peran Birokrasi Pemerintah Daerah,2016,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1063701170,56.26,Peran Birokrasi Pemerintah Daerah,2017,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1063701180,55.74,Peran Birokrasi Pemerintah Daerah,2018,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1063701190,62.58,Peran Birokrasi Pemerintah Daerah,2019,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1063701200,59.72,Peran Birokrasi Pemerintah Daerah,2020,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1163701090,90.53,Peran Peradilan yang Independen,2009,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1163701100,90.0,Peran Peradilan yang Independen,2010,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1163701110,81.97,Peran Peradilan yang Independen,2011,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1163701120,82.42,Peran Peradilan yang Independen,2012,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1163701130,83.94,Peran Peradilan yang Independen,2013,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1163701140,86.29,Peran Peradilan yang Independen,2014,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1163701150,92.28,Peran Peradilan yang Independen,2015,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1163701160,91.36,Peran Peradilan yang Independen,2016,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1163701170,86.31,Peran Peradilan yang Independen,2017,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1163701180,90.72,Peran Peradilan yang Independen,2018,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1163701190,93.66,Peran Peradilan yang Independen,2019,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
1163701200,90.17,Peran Peradilan yang Independen,2020,Indeks Demokrasi Indonesia (IDI) Menurut Variabel
