id,values,provinsi,tahun,dimensi,data_title
12006308161170,74.21,SUMATERA UTARA,2017,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
12006308161210,75.65,SUMATERA UTARA,2021,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
12006308171170,71.62,SUMATERA UTARA,2017,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
12006308171210,72.71,SUMATERA UTARA,2021,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
13006308111170,74.19,SUMATERA BARAT,2017,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
13006308111210,74.41,SUMATERA BARAT,2021,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
13006308121170,75.69,SUMATERA BARAT,2017,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
13006308121210,74.43,SUMATERA BARAT,2021,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
13006308131170,68.29,SUMATERA BARAT,2017,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
13006308131210,67.45,SUMATERA BARAT,2021,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
13006308141170,75.9,SUMATERA BARAT,2017,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
13006308141210,72.72,SUMATERA BARAT,2021,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
13006308151170,76.78,SUMATERA BARAT,2017,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
13006308151210,73.75,SUMATERA BARAT,2021,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
13006308161170,76.34,SUMATERA BARAT,2017,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
13006308161210,76.05,SUMATERA BARAT,2021,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
13006308171170,74.64,SUMATERA BARAT,2017,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
13006308171210,73.25,SUMATERA BARAT,2021,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
14006308111170,73.25,RIAU,2017,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
14006308111210,74.75,RIAU,2021,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
14006308121170,74.82,RIAU,2017,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
14006308121210,75.3,RIAU,2021,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
14006308131170,66.89,RIAU,2017,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
14006308131210,66.76,RIAU,2021,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
14006308141170,73.48,RIAU,2017,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
14006308141210,72.54,RIAU,2021,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
14006308151170,76.61,RIAU,2017,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
14006308151210,75.76,RIAU,2021,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
14006308161170,75.44,RIAU,2017,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
14006308161210,76.98,RIAU,2021,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
14006308171170,73.56,RIAU,2017,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
14006308171210,73.84,RIAU,2021,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
15006308111170,71.07,JAMBI,2017,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
15006308111210,75.21,JAMBI,2021,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
15006308121170,73.09,JAMBI,2017,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
15006308121210,76.46,JAMBI,2021,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
15006308131170,63.76,JAMBI,2017,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
15006308131210,68.36,JAMBI,2021,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
15006308141170,71.63,JAMBI,2017,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
15006308141210,74.54,JAMBI,2021,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
15006308151170,75.05,JAMBI,2017,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
15006308151210,78.72,JAMBI,2021,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
15006308161170,74.04,JAMBI,2017,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
15006308161210,78.42,JAMBI,2021,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
15006308171170,71.61,JAMBI,2017,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
15006308171210,75.44,JAMBI,2021,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
16006308111170,71.95,SUMATERA SELATAN,2017,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
16006308111210,75.01,SUMATERA SELATAN,2021,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
16006308121170,74.31,SUMATERA SELATAN,2017,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
16006308121210,75.42,SUMATERA SELATAN,2021,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
16006308131170,65.37,SUMATERA SELATAN,2017,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
16006308131210,67.1,SUMATERA SELATAN,2021,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
16006308141170,73.26,SUMATERA SELATAN,2017,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
16006308141210,72.69,SUMATERA SELATAN,2021,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
16006308151170,77.51,SUMATERA SELATAN,2017,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
16006308151210,76.74,SUMATERA SELATAN,2021,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
16006308161170,75.69,SUMATERA SELATAN,2017,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
16006308161210,76.76,SUMATERA SELATAN,2021,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
16006308171170,73.18,SUMATERA SELATAN,2017,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
16006308171210,74.11,SUMATERA SELATAN,2021,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
17006308111170,71.95,BENGKULU,2017,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
17006308111210,70.89,BENGKULU,2021,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
17006308121170,74.34,BENGKULU,2017,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
17006308121210,71.67,BENGKULU,2021,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
17006308131170,64.44,BENGKULU,2017,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
17006308131210,62.96,BENGKULU,2021,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
17006308141170,73.27,BENGKULU,2017,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
17006308141210,69.39,BENGKULU,2021,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
17006308151170,76.38,BENGKULU,2017,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
17006308151210,73.04,BENGKULU,2021,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
17006308161170,74.68,BENGKULU,2017,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
17006308161210,72.31,BENGKULU,2021,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
17006308171170,72.68,BENGKULU,2017,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
17006308171210,70.21,BENGKULU,2021,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
18006308111170,70.01,LAMPUNG,2017,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
18006308111210,73.64,LAMPUNG,2021,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
18006308121170,72.76,LAMPUNG,2017,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
18006308121210,74.69,LAMPUNG,2021,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
18006308131170,62.93,LAMPUNG,2017,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
18006308131210,67.57,LAMPUNG,2021,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
18006308141170,69.33,LAMPUNG,2017,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
18006308141210,72.49,LAMPUNG,2021,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
18006308151170,75.52,LAMPUNG,2017,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
18006308151210,76.46,LAMPUNG,2021,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
18006308161170,75.62,LAMPUNG,2017,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
18006308161210,77.13,LAMPUNG,2021,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
18006308171170,71.24,LAMPUNG,2017,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
18006308171210,73.81,LAMPUNG,2021,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
19006308111170,71.8,KEP. BANGKA BELITUNG,2017,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
19006308111210,73.71,KEP. BANGKA BELITUNG,2021,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
19006308121170,74.42,KEP. BANGKA BELITUNG,2017,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
19006308121210,74.78,KEP. BANGKA BELITUNG,2021,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
19006308131170,60.75,KEP. BANGKA BELITUNG,2017,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
19006308131210,62.29,KEP. BANGKA BELITUNG,2021,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
19006308141170,73.71,KEP. BANGKA BELITUNG,2017,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
19006308141210,72.48,KEP. BANGKA BELITUNG,2021,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
19006308151170,75.47,KEP. BANGKA BELITUNG,2017,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
19006308151210,74.9,KEP. BANGKA BELITUNG,2021,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
19006308161170,75.96,KEP. BANGKA BELITUNG,2017,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
19006308161210,77.68,KEP. BANGKA BELITUNG,2021,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
19006308171170,72.23,KEP. BANGKA BELITUNG,2017,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
19006308171210,72.85,KEP. BANGKA BELITUNG,2021,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
21006308111170,76.14,KEP. RIAU,2017,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
21006308111210,77.02,KEP. RIAU,2021,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
21006308121170,77.74,KEP. RIAU,2017,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
21006308121210,78.53,KEP. RIAU,2021,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
21006308131170,69.84,KEP. RIAU,2017,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
21006308131210,71.2,KEP. RIAU,2021,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
21006308141170,76.77,KEP. RIAU,2017,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
21006308141210,73.83,KEP. RIAU,2021,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
21006308151170,79.91,KEP. RIAU,2017,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
21006308151210,79.65,KEP. RIAU,2021,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
21006308161170,79.23,KEP. RIAU,2017,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
21006308161210,78.82,KEP. RIAU,2021,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
21006308171170,76.75,KEP. RIAU,2017,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
21006308171210,76.68,KEP. RIAU,2021,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
31006308111170,73.83,DKI JAKARTA,2017,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
31006308111210,73.48,DKI JAKARTA,2021,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
31006308121170,75.01,DKI JAKARTA,2017,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
31006308121210,74.39,DKI JAKARTA,2021,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
31006308131170,67.78,DKI JAKARTA,2017,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
31006308131210,70.2,DKI JAKARTA,2021,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
31006308141170,72.47,DKI JAKARTA,2017,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
31006308141210,71.14,DKI JAKARTA,2021,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
31006308151170,77.79,DKI JAKARTA,2017,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
31006308151210,75.86,DKI JAKARTA,2021,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
31006308161170,76.42,DKI JAKARTA,2017,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
31006308161210,75.88,DKI JAKARTA,2021,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
31006308171170,74.04,DKI JAKARTA,2017,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
31006308171210,73.6,DKI JAKARTA,2021,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
32006308111170,70.12,JAWA BARAT,2017,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
32006308111210,72.94,JAWA BARAT,2021,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
32006308121170,72.54,JAWA BARAT,2017,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
32006308121210,73.81,JAWA BARAT,2021,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
32006308131170,64.18,JAWA BARAT,2017,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
32006308131210,66.91,JAWA BARAT,2021,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
32006308141170,70.94,JAWA BARAT,2017,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
32006308141210,71.5,JAWA BARAT,2021,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
32006308151170,75.07,JAWA BARAT,2017,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
32006308151210,74.62,JAWA BARAT,2021,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
32006308161170,74.79,JAWA BARAT,2017,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
32006308161210,75.2,JAWA BARAT,2021,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
32006308171170,71.43,JAWA BARAT,2017,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
32006308171210,72.63,JAWA BARAT,2021,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
33006308111170,70.55,JAWA TENGAH,2017,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
33006308111210,72.59,JAWA TENGAH,2021,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
33006308121170,73.0,JAWA TENGAH,2017,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
33006308121210,74.08,JAWA TENGAH,2021,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
33006308131170,63.0,JAWA TENGAH,2017,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
33006308131210,62.45,JAWA TENGAH,2021,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
33006308141170,70.15,JAWA TENGAH,2017,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
33006308141210,70.76,JAWA TENGAH,2021,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
33006308151170,74.96,JAWA TENGAH,2017,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
33006308151210,74.77,JAWA TENGAH,2021,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
33006308161170,75.3,JAWA TENGAH,2017,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
33006308161210,76.08,JAWA TENGAH,2021,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
33006308171170,71.36,JAWA TENGAH,2017,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
33006308171210,72.0,JAWA TENGAH,2021,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
34006308111170,72.13,DI YOGYAKARTA,2017,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
34006308111210,72.27,DI YOGYAKARTA,2021,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
34006308121170,74.87,DI YOGYAKARTA,2017,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
34006308121210,74.26,DI YOGYAKARTA,2021,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
34006308131170,68.08,DI YOGYAKARTA,2017,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
34006308131210,65.72,DI YOGYAKARTA,2021,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
34006308141170,71.19,DI YOGYAKARTA,2017,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
34006308141210,72.1,DI YOGYAKARTA,2021,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
34006308151170,77.1,DI YOGYAKARTA,2017,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
34006308151210,76.36,DI YOGYAKARTA,2021,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
34006308161170,76.59,DI YOGYAKARTA,2017,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
34006308161210,75.43,DI YOGYAKARTA,2021,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
34006308171170,73.49,DI YOGYAKARTA,2017,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
34006308171210,72.86,DI YOGYAKARTA,2021,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
35006308111170,70.68,JAWA TIMUR,2017,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
35006308111210,73.98,JAWA TIMUR,2021,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
35006308121170,73.11,JAWA TIMUR,2017,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
35006308121210,74.68,JAWA TIMUR,2021,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
35006308131170,61.86,JAWA TIMUR,2017,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
35006308131210,65.32,JAWA TIMUR,2021,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
35006308141170,71.38,JAWA TIMUR,2017,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
35006308141210,72.28,JAWA TIMUR,2021,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
35006308151170,75.8,JAWA TIMUR,2017,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
35006308151210,75.65,JAWA TIMUR,2021,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
35006308161170,75.87,JAWA TIMUR,2017,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
35006308161210,76.21,JAWA TIMUR,2021,Penerimaan Diri ,Dimensi Makna Hidup Indeks Kebahagiaan
35006308171170,71.66,JAWA TIMUR,2017,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
35006308171210,73.19,JAWA TIMUR,2021,Dimensi Makna Hidup (Total),Dimensi Makna Hidup Indeks Kebahagiaan
36006308111170,69.65,BANTEN,2017,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
36006308111210,69.91,BANTEN,2021,Kemandirian,Dimensi Makna Hidup Indeks Kebahagiaan
36006308121170,72.58,BANTEN,2017,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
36006308121210,70.72,BANTEN,2021,Penguasaan Lingkungan,Dimensi Makna Hidup Indeks Kebahagiaan
36006308131170,64.11,BANTEN,2017,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
36006308131210,65.55,BANTEN,2021,Pengembangan Diri,Dimensi Makna Hidup Indeks Kebahagiaan
36006308141170,68.65,BANTEN,2017,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
36006308141210,68.83,BANTEN,2021,Hubungan Positif Dengan Orang Lain,Dimensi Makna Hidup Indeks Kebahagiaan
36006308151170,75.15,BANTEN,2017,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
36006308151210,72.59,BANTEN,2021,Tujuan Hidup ,Dimensi Makna Hidup Indeks Kebahagiaan
