id,values,dimensi,tahun,jenis_kelamin,data_title
130059801170,69.5,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
130059801180,67.06,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
130059801190,67.69,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
130059801200,73.0,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
140059801090,75.85,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
140059801100,71.45,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
140059801110,70.65,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
140059801120,67.0,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
140059801130,68.37,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
140059801140,68.4,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
140059801150,65.83,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
140059801160,71.89,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
140059801170,73.41,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
140059801180,77.59,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
140059801190,75.21,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
140059801200,76.86,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
150059801090,71.0,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
150059801100,65.88,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
150059801110,70.46,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
150059801120,68.81,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
150059801130,64.41,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
150059801140,71.15,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
150059801150,70.68,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
150059801160,68.89,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
150059801170,74.12,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
150059801180,68.71,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
150059801190,69.76,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
150059801200,75.53,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
160059801090,72.52,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
160059801100,73.65,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
160059801110,67.92,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
160059801120,73.17,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
160059801130,67.12,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
160059801140,74.82,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
160059801150,79.81,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
160059801160,80.95,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
160059801170,74.04,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
160059801180,77.14,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
160059801190,78.96,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
160059801200,74.8,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
170059801090,64.76,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
170059801100,70.78,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
170059801110,71.36,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
170059801120,61.7,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
170059801130,59.17,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
170059801140,71.7,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
170059801150,73.6,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
170059801160,74.23,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
170059801170,72.73,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
170059801180,70.71,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
170059801190,78.79,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
170059801200,72.2,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
180059801090,67.47,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
180059801100,67.8,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
180059801110,74.08,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
180059801120,72.26,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
180059801130,63.13,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
180059801140,71.62,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
180059801150,65.95,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
180059801160,61.0,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
180059801170,72.01,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
180059801180,68.67,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
180059801190,72.56,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
180059801200,72.79,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
190059801090,67.01,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
190059801100,65.94,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
190059801110,67.13,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
190059801120,69.37,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
190059801130,68.79,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
190059801140,75.32,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
190059801150,72.31,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
190059801160,83.0,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
190059801170,80.11,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
190059801180,73.43,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
190059801190,76.75,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
190059801200,77.39,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
210059801090,73.61,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
210059801100,62.89,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
210059801110,70.78,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
210059801120,65.61,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
210059801130,66.5,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
210059801140,68.39,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
210059801150,70.26,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
210059801160,72.84,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
210059801170,76.33,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
210059801180,79.19,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
210059801190,81.64,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
210059801200,76.72,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
310059801090,73.91,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
310059801100,77.44,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
310059801110,77.81,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
310059801120,77.72,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
310059801130,71.18,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
310059801140,84.7,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
310059801150,85.32,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
310059801160,70.85,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
310059801170,84.73,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
310059801180,85.08,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
310059801190,88.29,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
310059801200,89.21,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
320059801090,71.07,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
320059801100,59.41,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
320059801110,66.18,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
320059801120,57.05,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
320059801130,65.18,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
320059801140,71.52,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
320059801150,73.04,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
320059801160,66.82,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
320059801170,68.78,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
320059801180,65.5,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
320059801190,69.09,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
320059801200,71.32,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
330059801090,66.45,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
330059801100,63.42,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
330059801110,65.59,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
330059801120,63.79,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
330059801130,60.84,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
330059801140,77.44,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
330059801150,69.75,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
330059801160,66.71,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
330059801170,70.85,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
330059801180,72.17,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
330059801190,77.22,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
330059801200,75.43,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
340059801090,67.55,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
340059801100,74.33,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
340059801110,71.67,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
340059801120,72.96,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
340059801130,72.36,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
340059801140,82.71,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
340059801150,83.19,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
340059801160,85.58,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
340059801170,83.61,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
340059801180,80.82,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
340059801190,80.67,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
340059801200,81.59,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
350059801090,62.49,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
350059801100,55.12,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
350059801110,55.98,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
350059801120,54.99,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
350059801130,59.32,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
350059801140,70.36,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
350059801150,76.9,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
350059801160,72.24,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
350059801170,70.92,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
350059801180,72.86,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
350059801190,77.68,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
350059801200,70.71,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
360059801090,67.98,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
360059801100,60.6,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
360059801110,67.37,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
360059801120,65.29,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
360059801130,69.79,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
360059801140,75.5,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
360059801150,68.46,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
360059801160,71.36,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
360059801170,73.72,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
360059801180,73.78,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
360059801190,72.6,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
360059801200,75.82,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
510059801090,70.35,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
510059801100,72.44,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
510059801110,74.2,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
510059801120,71.75,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
510059801130,72.22,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
510059801140,76.13,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
510059801150,79.83,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
510059801160,78.95,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
510059801170,78.8,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
510059801180,82.37,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
510059801190,81.38,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
510059801200,77.59,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
520059801090,58.12,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
520059801100,58.13,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
520059801110,54.49,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
520059801120,57.97,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
520059801130,57.22,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
520059801140,62.62,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
520059801150,65.08,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
520059801160,65.41,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
520059801170,76.04,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
520059801180,73.63,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
520059801190,76.64,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
520059801200,74.27,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
530059801090,71.64,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
530059801100,72.05,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
530059801110,72.34,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
530059801120,72.67,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
530059801130,73.29,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
530059801140,68.81,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
530059801150,78.47,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
530059801160,82.49,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
530059801170,75.51,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
530059801180,82.32,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
530059801190,81.02,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
530059801200,77.29,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
610059801090,72.38,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
610059801100,69.32,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
610059801110,74.86,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
610059801120,65.38,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
610059801130,67.52,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
610059801140,80.58,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
610059801150,76.4,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
610059801160,75.28,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
610059801170,79.13,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
610059801180,76.14,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
610059801190,77.66,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
610059801200,81.09,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
620059801090,77.63,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
620059801100,71.1,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
620059801110,76.28,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
620059801120,65.78,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
620059801130,64.15,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
620059801140,79.0,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
620059801150,73.46,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
620059801160,74.77,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
620059801170,76.12,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
620059801180,71.27,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
620059801190,81.16,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
620059801200,74.91,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
630059801090,66.63,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
630059801100,70.94,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
630059801110,66.47,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
630059801120,61.13,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
630059801130,63.71,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
630059801140,70.84,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
630059801150,74.76,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
630059801160,73.43,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
630059801170,76.25,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
630059801180,79.92,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
630059801190,79.47,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
630059801200,74.05,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
640059801090,72.31,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
640059801100,73.04,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
640059801110,66.37,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
640059801120,71.23,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
640059801130,68.13,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
640059801140,77.77,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
640059801150,81.24,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
640059801160,73.64,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
640059801170,72.86,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
640059801180,73.88,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
640059801190,77.67,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
640059801200,81.99,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
650059801150,80.16,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
650059801160,76.98,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
650059801170,81.06,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
650059801180,81.07,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
650059801190,83.45,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
650059801200,78.24,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
710059801090,70.94,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
710059801100,65.94,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
710059801110,71.19,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
710059801120,76.5,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
710059801130,73.11,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
710059801140,83.94,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
710059801150,79.4,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
710059801160,76.34,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
710059801170,75.76,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
710059801180,77.77,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
710059801190,77.08,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
710059801200,79.0,,2020,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
720059801090,66.02,,2009,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
720059801100,66.63,,2010,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
720059801110,64.0,,2011,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
720059801120,64.97,,2012,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
720059801130,64.5,,2013,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
720059801140,74.36,,2014,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
720059801150,76.67,,2015,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
720059801160,72.2,,2016,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
720059801170,69.79,,2017,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
720059801180,75.29,,2018,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
720059801190,77.27,,2019,,Indeks Demokrasi Indonesia (IDI) Menurut Provinsi
