id,values,area,age_breakdown,year,data_title
99991022341140,12.25,INDONESIA,45+,2014,Persentase Penduduk Buta Huruf
99991022341150,11.89,INDONESIA,45+,2015,Persentase Penduduk Buta Huruf
99991022341160,11.47,INDONESIA,45+,2016,Persentase Penduduk Buta Huruf
99991022341170,11.08,INDONESIA,45+,2017,Persentase Penduduk Buta Huruf
99991022341180,10.6,INDONESIA,45+,2018,Persentase Penduduk Buta Huruf
99991022341190,9.92,INDONESIA,45+,2019,Persentase Penduduk Buta Huruf
99991022341200,9.46,INDONESIA,45+,2020,Persentase Penduduk Buta Huruf
99991022341210,9.24,INDONESIA,45+,2021,Persentase Penduduk Buta Huruf
11001022321030,3.72,ACEH,15+,2003,Persentase Penduduk Buta Huruf
11001022321040,4.31,ACEH,15+,2004,Persentase Penduduk Buta Huruf
11001022321060,5.73,ACEH,15+,2006,Persentase Penduduk Buta Huruf
11001022321070,5.49,ACEH,15+,2007,Persentase Penduduk Buta Huruf
11001022321080,4.06,ACEH,15+,2008,Persentase Penduduk Buta Huruf
11001022321090,3.61,ACEH,15+,2009,Persentase Penduduk Buta Huruf
11001022321100,3.12,ACEH,15+,2010,Persentase Penduduk Buta Huruf
11001022321110,4.37,ACEH,15+,2011,Persentase Penduduk Buta Huruf
11001022321120,3.96,ACEH,15+,2012,Persentase Penduduk Buta Huruf
11001022321130,3.34,ACEH,15+,2013,Persentase Penduduk Buta Huruf
11001022321140,2.58,ACEH,15+,2014,Persentase Penduduk Buta Huruf
11001022321150,2.37,ACEH,15+,2015,Persentase Penduduk Buta Huruf
11001022321160,2.26,ACEH,15+,2016,Persentase Penduduk Buta Huruf
11001022321170,2.06,ACEH,15+,2017,Persentase Penduduk Buta Huruf
11001022321180,1.97,ACEH,15+,2018,Persentase Penduduk Buta Huruf
11001022321190,1.79,ACEH,15+,2019,Persentase Penduduk Buta Huruf
11001022321200,1.75,ACEH,15+,2020,Persentase Penduduk Buta Huruf
11001022321210,1.76,ACEH,15+,2021,Persentase Penduduk Buta Huruf
11001022331030,1.28,ACEH,15-44,2003,Persentase Penduduk Buta Huruf
11001022331040,1.39,ACEH,15-44,2004,Persentase Penduduk Buta Huruf
11001022331060,2.44,ACEH,15-44,2006,Persentase Penduduk Buta Huruf
11001022331070,2.09,ACEH,15-44,2007,Persentase Penduduk Buta Huruf
11001022331080,1.11,ACEH,15-44,2008,Persentase Penduduk Buta Huruf
11001022331090,0.88,ACEH,15-44,2009,Persentase Penduduk Buta Huruf
11001022331100,0.74,ACEH,15-44,2010,Persentase Penduduk Buta Huruf
11001022331110,1.29,ACEH,15-44,2011,Persentase Penduduk Buta Huruf
11001022331120,1.03,ACEH,15-44,2012,Persentase Penduduk Buta Huruf
11001022331130,0.67,ACEH,15-44,2013,Persentase Penduduk Buta Huruf
11001022331140,0.43,ACEH,15-44,2014,Persentase Penduduk Buta Huruf
11001022331150,0.27,ACEH,15-44,2015,Persentase Penduduk Buta Huruf
11001022331160,0.22,ACEH,15-44,2016,Persentase Penduduk Buta Huruf
11001022331170,0.13,ACEH,15-44,2017,Persentase Penduduk Buta Huruf
11001022331180,0.13,ACEH,15-44,2018,Persentase Penduduk Buta Huruf
11001022331190,0.06,ACEH,15-44,2019,Persentase Penduduk Buta Huruf
11001022331200,0.07,ACEH,15-44,2020,Persentase Penduduk Buta Huruf
11001022331210,0.06,ACEH,15-44,2021,Persentase Penduduk Buta Huruf
11001022341030,10.8,ACEH,45+,2003,Persentase Penduduk Buta Huruf
11001022341040,12.6,ACEH,45+,2004,Persentase Penduduk Buta Huruf
11001022341060,14.81,ACEH,45+,2006,Persentase Penduduk Buta Huruf
11001022341070,14.48,ACEH,45+,2007,Persentase Penduduk Buta Huruf
11001022341080,11.71,ACEH,45+,2008,Persentase Penduduk Buta Huruf
11001022341090,10.79,ACEH,45+,2009,Persentase Penduduk Buta Huruf
11001022341100,9.3,ACEH,45+,2010,Persentase Penduduk Buta Huruf
11001022341110,12.55,ACEH,45+,2011,Persentase Penduduk Buta Huruf
11001022341120,11.74,ACEH,45+,2012,Persentase Penduduk Buta Huruf
11001022341130,10.49,ACEH,45+,2013,Persentase Penduduk Buta Huruf
11001022341140,8.31,ACEH,45+,2014,Persentase Penduduk Buta Huruf
11001022341150,7.73,ACEH,45+,2015,Persentase Penduduk Buta Huruf
11001022341160,7.32,ACEH,45+,2016,Persentase Penduduk Buta Huruf
11001022341170,6.82,ACEH,45+,2017,Persentase Penduduk Buta Huruf
11001022341180,6.35,ACEH,45+,2018,Persentase Penduduk Buta Huruf
11001022341190,5.74,ACEH,45+,2019,Persentase Penduduk Buta Huruf
11001022341200,5.53,ACEH,45+,2020,Persentase Penduduk Buta Huruf
11001022341210,5.32,ACEH,45+,2021,Persentase Penduduk Buta Huruf
12001022321030,3.2,SUMATERA UTARA,15+,2003,Persentase Penduduk Buta Huruf
12001022321040,3.36,SUMATERA UTARA,15+,2004,Persentase Penduduk Buta Huruf
12001022321050,3.61,SUMATERA UTARA,15+,2005,Persentase Penduduk Buta Huruf
12001022321060,3.39,SUMATERA UTARA,15+,2006,Persentase Penduduk Buta Huruf
12001022321070,3.27,SUMATERA UTARA,15+,2007,Persentase Penduduk Buta Huruf
12001022321080,2.96,SUMATERA UTARA,15+,2008,Persentase Penduduk Buta Huruf
12001022321090,2.85,SUMATERA UTARA,15+,2009,Persentase Penduduk Buta Huruf
12001022321100,2.68,SUMATERA UTARA,15+,2010,Persentase Penduduk Buta Huruf
12001022321110,3.22,SUMATERA UTARA,15+,2011,Persentase Penduduk Buta Huruf
12001022321120,2.69,SUMATERA UTARA,15+,2012,Persentase Penduduk Buta Huruf
12001022321130,2.19,SUMATERA UTARA,15+,2013,Persentase Penduduk Buta Huruf
12001022321140,1.43,SUMATERA UTARA,15+,2014,Persentase Penduduk Buta Huruf
12001022321150,1.32,SUMATERA UTARA,15+,2015,Persentase Penduduk Buta Huruf
12001022321160,1.12,SUMATERA UTARA,15+,2016,Persentase Penduduk Buta Huruf
12001022321170,1.11,SUMATERA UTARA,15+,2017,Persentase Penduduk Buta Huruf
12001022321180,0.93,SUMATERA UTARA,15+,2018,Persentase Penduduk Buta Huruf
12001022321190,0.85,SUMATERA UTARA,15+,2019,Persentase Penduduk Buta Huruf
12001022321200,0.84,SUMATERA UTARA,15+,2020,Persentase Penduduk Buta Huruf
12001022321210,0.81,SUMATERA UTARA,15+,2021,Persentase Penduduk Buta Huruf
12001022331030,1.19,SUMATERA UTARA,15-44,2003,Persentase Penduduk Buta Huruf
12001022331040,1.21,SUMATERA UTARA,15-44,2004,Persentase Penduduk Buta Huruf
12001022331050,1.68,SUMATERA UTARA,15-44,2005,Persentase Penduduk Buta Huruf
12001022331060,1.57,SUMATERA UTARA,15-44,2006,Persentase Penduduk Buta Huruf
12001022331070,1.51,SUMATERA UTARA,15-44,2007,Persentase Penduduk Buta Huruf
12001022331080,0.81,SUMATERA UTARA,15-44,2008,Persentase Penduduk Buta Huruf
12001022331090,0.61,SUMATERA UTARA,15-44,2009,Persentase Penduduk Buta Huruf
12001022331100,0.51,SUMATERA UTARA,15-44,2010,Persentase Penduduk Buta Huruf
12001022331110,1.64,SUMATERA UTARA,15-44,2011,Persentase Penduduk Buta Huruf
12001022331120,1.1,SUMATERA UTARA,15-44,2012,Persentase Penduduk Buta Huruf
12001022331130,0.9,SUMATERA UTARA,15-44,2013,Persentase Penduduk Buta Huruf
12001022331140,0.66,SUMATERA UTARA,15-44,2014,Persentase Penduduk Buta Huruf
12001022331150,0.51,SUMATERA UTARA,15-44,2015,Persentase Penduduk Buta Huruf
12001022331160,0.37,SUMATERA UTARA,15-44,2016,Persentase Penduduk Buta Huruf
12001022331170,0.38,SUMATERA UTARA,15-44,2017,Persentase Penduduk Buta Huruf
12001022331180,0.26,SUMATERA UTARA,15-44,2018,Persentase Penduduk Buta Huruf
12001022331190,0.18,SUMATERA UTARA,15-44,2019,Persentase Penduduk Buta Huruf
12001022331200,0.2,SUMATERA UTARA,15-44,2020,Persentase Penduduk Buta Huruf
12001022331210,0.17,SUMATERA UTARA,15-44,2021,Persentase Penduduk Buta Huruf
12001022341030,8.69,SUMATERA UTARA,45+,2003,Persentase Penduduk Buta Huruf
12001022341040,9.25,SUMATERA UTARA,45+,2004,Persentase Penduduk Buta Huruf
12001022341050,8.74,SUMATERA UTARA,45+,2005,Persentase Penduduk Buta Huruf
12001022341060,7.9,SUMATERA UTARA,45+,2006,Persentase Penduduk Buta Huruf
12001022341070,7.41,SUMATERA UTARA,45+,2007,Persentase Penduduk Buta Huruf
12001022341080,7.85,SUMATERA UTARA,45+,2008,Persentase Penduduk Buta Huruf
12001022341090,7.8,SUMATERA UTARA,45+,2009,Persentase Penduduk Buta Huruf
12001022341100,7.65,SUMATERA UTARA,45+,2010,Persentase Penduduk Buta Huruf
12001022341110,6.8,SUMATERA UTARA,45+,2011,Persentase Penduduk Buta Huruf
12001022341120,6.3,SUMATERA UTARA,45+,2012,Persentase Penduduk Buta Huruf
12001022341130,5.09,SUMATERA UTARA,45+,2013,Persentase Penduduk Buta Huruf
12001022341140,3.19,SUMATERA UTARA,45+,2014,Persentase Penduduk Buta Huruf
12001022341150,3.08,SUMATERA UTARA,45+,2015,Persentase Penduduk Buta Huruf
12001022341160,2.71,SUMATERA UTARA,45+,2016,Persentase Penduduk Buta Huruf
12001022341170,2.64,SUMATERA UTARA,45+,2017,Persentase Penduduk Buta Huruf
12001022341180,2.3,SUMATERA UTARA,45+,2018,Persentase Penduduk Buta Huruf
12001022341190,2.19,SUMATERA UTARA,45+,2019,Persentase Penduduk Buta Huruf
12001022341200,2.09,SUMATERA UTARA,45+,2020,Persentase Penduduk Buta Huruf
12001022341210,2.03,SUMATERA UTARA,45+,2021,Persentase Penduduk Buta Huruf
13001022321030,4.4,SUMATERA BARAT,15+,2003,Persentase Penduduk Buta Huruf
13001022321040,4.27,SUMATERA BARAT,15+,2004,Persentase Penduduk Buta Huruf
13001022321050,4.02,SUMATERA BARAT,15+,2005,Persentase Penduduk Buta Huruf
13001022321060,4.12,SUMATERA BARAT,15+,2006,Persentase Penduduk Buta Huruf
13001022321070,3.9,SUMATERA BARAT,15+,2007,Persentase Penduduk Buta Huruf
13001022321080,3.34,SUMATERA BARAT,15+,2008,Persentase Penduduk Buta Huruf
13001022321090,3.19,SUMATERA BARAT,15+,2009,Persentase Penduduk Buta Huruf
13001022321100,2.91,SUMATERA BARAT,15+,2010,Persentase Penduduk Buta Huruf
13001022321110,3.88,SUMATERA BARAT,15+,2011,Persentase Penduduk Buta Huruf
13001022321120,3.38,SUMATERA BARAT,15+,2012,Persentase Penduduk Buta Huruf
13001022321130,2.62,SUMATERA BARAT,15+,2013,Persentase Penduduk Buta Huruf
13001022321140,1.56,SUMATERA BARAT,15+,2014,Persentase Penduduk Buta Huruf
13001022321150,1.44,SUMATERA BARAT,15+,2015,Persentase Penduduk Buta Huruf
13001022321160,1.19,SUMATERA BARAT,15+,2016,Persentase Penduduk Buta Huruf
13001022321170,1.15,SUMATERA BARAT,15+,2017,Persentase Penduduk Buta Huruf
13001022321180,0.93,SUMATERA BARAT,15+,2018,Persentase Penduduk Buta Huruf
13001022321190,0.83,SUMATERA BARAT,15+,2019,Persentase Penduduk Buta Huruf
13001022321200,0.83,SUMATERA BARAT,15+,2020,Persentase Penduduk Buta Huruf
13001022321210,0.74,SUMATERA BARAT,15+,2021,Persentase Penduduk Buta Huruf
13001022331030,1.59,SUMATERA BARAT,15-44,2003,Persentase Penduduk Buta Huruf
13001022331040,1.53,SUMATERA BARAT,15-44,2004,Persentase Penduduk Buta Huruf
13001022331050,1.53,SUMATERA BARAT,15-44,2005,Persentase Penduduk Buta Huruf
13001022331060,1.5,SUMATERA BARAT,15-44,2006,Persentase Penduduk Buta Huruf
13001022331070,1.76,SUMATERA BARAT,15-44,2007,Persentase Penduduk Buta Huruf
13001022331080,0.83,SUMATERA BARAT,15-44,2008,Persentase Penduduk Buta Huruf
13001022331090,0.69,SUMATERA BARAT,15-44,2009,Persentase Penduduk Buta Huruf
13001022331100,0.55,SUMATERA BARAT,15-44,2010,Persentase Penduduk Buta Huruf
13001022331110,1.26,SUMATERA BARAT,15-44,2011,Persentase Penduduk Buta Huruf
13001022331120,1.05,SUMATERA BARAT,15-44,2012,Persentase Penduduk Buta Huruf
13001022331130,0.64,SUMATERA BARAT,15-44,2013,Persentase Penduduk Buta Huruf
13001022331140,0.43,SUMATERA BARAT,15-44,2014,Persentase Penduduk Buta Huruf
13001022331150,0.32,SUMATERA BARAT,15-44,2015,Persentase Penduduk Buta Huruf
13001022331160,0.17,SUMATERA BARAT,15-44,2016,Persentase Penduduk Buta Huruf
13001022331170,0.19,SUMATERA BARAT,15-44,2017,Persentase Penduduk Buta Huruf
13001022331180,0.17,SUMATERA BARAT,15-44,2018,Persentase Penduduk Buta Huruf
13001022331190,0.1,SUMATERA BARAT,15-44,2019,Persentase Penduduk Buta Huruf
13001022331200,0.12,SUMATERA BARAT,15-44,2020,Persentase Penduduk Buta Huruf
13001022331210,0.1,SUMATERA BARAT,15-44,2021,Persentase Penduduk Buta Huruf
13001022341030,10.38,SUMATERA BARAT,45+,2003,Persentase Penduduk Buta Huruf
13001022341040,10.07,SUMATERA BARAT,45+,2004,Persentase Penduduk Buta Huruf
13001022341050,8.94,SUMATERA BARAT,45+,2005,Persentase Penduduk Buta Huruf
13001022341060,9.43,SUMATERA BARAT,45+,2006,Persentase Penduduk Buta Huruf
13001022341070,7.97,SUMATERA BARAT,45+,2007,Persentase Penduduk Buta Huruf
13001022341080,7.99,SUMATERA BARAT,45+,2008,Persentase Penduduk Buta Huruf
13001022341090,7.68,SUMATERA BARAT,45+,2009,Persentase Penduduk Buta Huruf
13001022341100,7.29,SUMATERA BARAT,45+,2010,Persentase Penduduk Buta Huruf
13001022341110,8.79,SUMATERA BARAT,45+,2011,Persentase Penduduk Buta Huruf
13001022341120,7.8,SUMATERA BARAT,45+,2012,Persentase Penduduk Buta Huruf
13001022341130,6.4,SUMATERA BARAT,45+,2013,Persentase Penduduk Buta Huruf
13001022341140,3.72,SUMATERA BARAT,45+,2014,Persentase Penduduk Buta Huruf
13001022341150,3.52,SUMATERA BARAT,45+,2015,Persentase Penduduk Buta Huruf
13001022341160,3.06,SUMATERA BARAT,45+,2016,Persentase Penduduk Buta Huruf
13001022341170,2.87,SUMATERA BARAT,45+,2017,Persentase Penduduk Buta Huruf
13001022341180,2.3,SUMATERA BARAT,45+,2018,Persentase Penduduk Buta Huruf
13001022341190,2.1,SUMATERA BARAT,45+,2019,Persentase Penduduk Buta Huruf
13001022341200,2.04,SUMATERA BARAT,45+,2020,Persentase Penduduk Buta Huruf
13001022341210,1.92,SUMATERA BARAT,45+,2021,Persentase Penduduk Buta Huruf
14001022321030,3.9,RIAU,15+,2003,Persentase Penduduk Buta Huruf
14001022321040,3.59,RIAU,15+,2004,Persentase Penduduk Buta Huruf
14001022321050,2.24,RIAU,15+,2005,Persentase Penduduk Buta Huruf
14001022321060,2.76,RIAU,15+,2006,Persentase Penduduk Buta Huruf
14001022321070,2.72,RIAU,15+,2007,Persentase Penduduk Buta Huruf
14001022321080,2.24,RIAU,15+,2008,Persentase Penduduk Buta Huruf
14001022321090,1.89,RIAU,15+,2009,Persentase Penduduk Buta Huruf
14001022321100,1.65,RIAU,15+,2010,Persentase Penduduk Buta Huruf
14001022321110,2.6,RIAU,15+,2011,Persentase Penduduk Buta Huruf
14001022321120,2.35,RIAU,15+,2012,Persentase Penduduk Buta Huruf
14001022321130,2.12,RIAU,15+,2013,Persentase Penduduk Buta Huruf
14001022321140,1.25,RIAU,15+,2014,Persentase Penduduk Buta Huruf
14001022321150,1.13,RIAU,15+,2015,Persentase Penduduk Buta Huruf
14001022321160,0.93,RIAU,15+,2016,Persentase Penduduk Buta Huruf
14001022321170,0.83,RIAU,15+,2017,Persentase Penduduk Buta Huruf
14001022321180,0.8,RIAU,15+,2018,Persentase Penduduk Buta Huruf
14001022321190,0.79,RIAU,15+,2019,Persentase Penduduk Buta Huruf
14001022321200,0.77,RIAU,15+,2020,Persentase Penduduk Buta Huruf
14001022321210,0.8,RIAU,15+,2021,Persentase Penduduk Buta Huruf
14001022331030,1.73,RIAU,15-44,2003,Persentase Penduduk Buta Huruf
14001022331040,1.65,RIAU,15-44,2004,Persentase Penduduk Buta Huruf
14001022331050,0.84,RIAU,15-44,2005,Persentase Penduduk Buta Huruf
14001022331060,1.2,RIAU,15-44,2006,Persentase Penduduk Buta Huruf
14001022331070,1.35,RIAU,15-44,2007,Persentase Penduduk Buta Huruf
14001022331080,0.47,RIAU,15-44,2008,Persentase Penduduk Buta Huruf
14001022331090,0.38,RIAU,15-44,2009,Persentase Penduduk Buta Huruf
14001022331100,0.3,RIAU,15-44,2010,Persentase Penduduk Buta Huruf
14001022331110,1.05,RIAU,15-44,2011,Persentase Penduduk Buta Huruf
14001022331120,0.87,RIAU,15-44,2012,Persentase Penduduk Buta Huruf
14001022331130,0.67,RIAU,15-44,2013,Persentase Penduduk Buta Huruf
14001022331140,0.48,RIAU,15-44,2014,Persentase Penduduk Buta Huruf
14001022331150,0.33,RIAU,15-44,2015,Persentase Penduduk Buta Huruf
14001022331160,0.2,RIAU,15-44,2016,Persentase Penduduk Buta Huruf
14001022331170,0.15,RIAU,15-44,2017,Persentase Penduduk Buta Huruf
14001022331180,0.1,RIAU,15-44,2018,Persentase Penduduk Buta Huruf
14001022331190,0.1,RIAU,15-44,2019,Persentase Penduduk Buta Huruf
14001022331200,0.09,RIAU,15-44,2020,Persentase Penduduk Buta Huruf
14001022331210,0.09,RIAU,15-44,2021,Persentase Penduduk Buta Huruf
14001022341030,11.78,RIAU,45+,2003,Persentase Penduduk Buta Huruf
14001022341040,11.41,RIAU,45+,2004,Persentase Penduduk Buta Huruf
14001022341050,7.0,RIAU,45+,2005,Persentase Penduduk Buta Huruf
14001022341060,7.85,RIAU,45+,2006,Persentase Penduduk Buta Huruf
14001022341070,6.85,RIAU,45+,2007,Persentase Penduduk Buta Huruf
14001022341080,7.52,RIAU,45+,2008,Persentase Penduduk Buta Huruf
14001022341090,6.4,RIAU,45+,2009,Persentase Penduduk Buta Huruf
14001022341100,5.99,RIAU,45+,2010,Persentase Penduduk Buta Huruf
14001022341110,7.24,RIAU,45+,2011,Persentase Penduduk Buta Huruf
14001022341120,6.75,RIAU,45+,2012,Persentase Penduduk Buta Huruf
14001022341130,6.49,RIAU,45+,2013,Persentase Penduduk Buta Huruf
14001022341140,3.59,RIAU,45+,2014,Persentase Penduduk Buta Huruf
14001022341150,3.42,RIAU,45+,2015,Persentase Penduduk Buta Huruf
14001022341160,2.9,RIAU,45+,2016,Persentase Penduduk Buta Huruf
14001022341170,2.62,RIAU,45+,2017,Persentase Penduduk Buta Huruf
14001022341180,2.52,RIAU,45+,2018,Persentase Penduduk Buta Huruf
14001022341190,2.46,RIAU,45+,2019,Persentase Penduduk Buta Huruf
14001022341200,2.37,RIAU,45+,2020,Persentase Penduduk Buta Huruf
14001022341210,2.38,RIAU,45+,2021,Persentase Penduduk Buta Huruf
15001022321030,4.83,JAMBI,15+,2003,Persentase Penduduk Buta Huruf
15001022321040,4.24,JAMBI,15+,2004,Persentase Penduduk Buta Huruf
15001022321050,5.46,JAMBI,15+,2005,Persentase Penduduk Buta Huruf
15001022321060,5.29,JAMBI,15+,2006,Persentase Penduduk Buta Huruf
15001022321070,5.17,JAMBI,15+,2007,Persentase Penduduk Buta Huruf
15001022321080,4.69,JAMBI,15+,2008,Persentase Penduduk Buta Huruf
15001022321090,4.49,JAMBI,15+,2009,Persentase Penduduk Buta Huruf
15001022321100,4.12,JAMBI,15+,2010,Persentase Penduduk Buta Huruf
15001022321110,4.63,JAMBI,15+,2011,Persentase Penduduk Buta Huruf
15001022321120,4.21,JAMBI,15+,2012,Persentase Penduduk Buta Huruf
15001022321130,3.28,JAMBI,15+,2013,Persentase Penduduk Buta Huruf
15001022321140,2.23,JAMBI,15+,2014,Persentase Penduduk Buta Huruf
15001022321150,2.16,JAMBI,15+,2015,Persentase Penduduk Buta Huruf
15001022321160,1.99,JAMBI,15+,2016,Persentase Penduduk Buta Huruf
15001022321170,1.91,JAMBI,15+,2017,Persentase Penduduk Buta Huruf
15001022321180,1.85,JAMBI,15+,2018,Persentase Penduduk Buta Huruf
15001022321190,1.8,JAMBI,15+,2019,Persentase Penduduk Buta Huruf
15001022321200,1.81,JAMBI,15+,2020,Persentase Penduduk Buta Huruf
15001022321210,1.92,JAMBI,15+,2021,Persentase Penduduk Buta Huruf
15001022331030,2.05,JAMBI,15-44,2003,Persentase Penduduk Buta Huruf
15001022331040,1.41,JAMBI,15-44,2004,Persentase Penduduk Buta Huruf
15001022331050,2.22,JAMBI,15-44,2005,Persentase Penduduk Buta Huruf
15001022331060,2.22,JAMBI,15-44,2006,Persentase Penduduk Buta Huruf
15001022331070,2.15,JAMBI,15-44,2007,Persentase Penduduk Buta Huruf
15001022331080,1.11,JAMBI,15-44,2008,Persentase Penduduk Buta Huruf
15001022331090,0.78,JAMBI,15-44,2009,Persentase Penduduk Buta Huruf
15001022331100,0.68,JAMBI,15-44,2010,Persentase Penduduk Buta Huruf
15001022331110,1.43,JAMBI,15-44,2011,Persentase Penduduk Buta Huruf
15001022331120,1.33,JAMBI,15-44,2012,Persentase Penduduk Buta Huruf
15001022331130,0.89,JAMBI,15-44,2013,Persentase Penduduk Buta Huruf
15001022331140,0.57,JAMBI,15-44,2014,Persentase Penduduk Buta Huruf
15001022331150,0.49,JAMBI,15-44,2015,Persentase Penduduk Buta Huruf
15001022331160,0.35,JAMBI,15-44,2016,Persentase Penduduk Buta Huruf
15001022331170,0.29,JAMBI,15-44,2017,Persentase Penduduk Buta Huruf
15001022331180,0.29,JAMBI,15-44,2018,Persentase Penduduk Buta Huruf
15001022331190,0.23,JAMBI,15-44,2019,Persentase Penduduk Buta Huruf
15001022331200,0.26,JAMBI,15-44,2020,Persentase Penduduk Buta Huruf
15001022331210,0.24,JAMBI,15-44,2021,Persentase Penduduk Buta Huruf
15001022341030,13.34,JAMBI,45+,2003,Persentase Penduduk Buta Huruf
15001022341040,12.91,JAMBI,45+,2004,Persentase Penduduk Buta Huruf
15001022341050,15.39,JAMBI,45+,2005,Persentase Penduduk Buta Huruf
15001022341060,13.79,JAMBI,45+,2006,Persentase Penduduk Buta Huruf
15001022341070,13.38,JAMBI,45+,2007,Persentase Penduduk Buta Huruf
15001022341080,14.01,JAMBI,45+,2008,Persentase Penduduk Buta Huruf
15001022341090,13.66,JAMBI,45+,2009,Persentase Penduduk Buta Huruf
15001022341100,12.67,JAMBI,45+,2010,Persentase Penduduk Buta Huruf
15001022341110,12.61,JAMBI,45+,2011,Persentase Penduduk Buta Huruf
15001022341120,11.32,JAMBI,45+,2012,Persentase Penduduk Buta Huruf
15001022341130,9.29,JAMBI,45+,2013,Persentase Penduduk Buta Huruf
15001022341140,6.34,JAMBI,45+,2014,Persentase Penduduk Buta Huruf
15001022341150,6.06,JAMBI,45+,2015,Persentase Penduduk Buta Huruf
15001022341160,5.66,JAMBI,45+,2016,Persentase Penduduk Buta Huruf
15001022341170,5.49,JAMBI,45+,2017,Persentase Penduduk Buta Huruf
15001022341180,5.18,JAMBI,45+,2018,Persentase Penduduk Buta Huruf
15001022341190,5.04,JAMBI,45+,2019,Persentase Penduduk Buta Huruf
15001022341200,4.91,JAMBI,45+,2020,Persentase Penduduk Buta Huruf
15001022341210,4.88,JAMBI,45+,2021,Persentase Penduduk Buta Huruf
16001022321030,4.81,SUMATERA SELATAN,15+,2003,Persentase Penduduk Buta Huruf
16001022321040,4.31,SUMATERA SELATAN,15+,2004,Persentase Penduduk Buta Huruf
