id,values,area,jenjang,tahun,data_title
9999145511721220,121.04,INDONESIA,PERGURUAN TINGGI,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511691150,102.83,ACEH,SD/MI/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511691160,99.13,ACEH,SD/MI/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511691170,99.93,ACEH,SD/MI/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511691180,99.64,ACEH,SD/MI/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511691190,99.68,ACEH,SD/MI/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511691200,100.01,ACEH,SD/MI/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511691210,100.5,ACEH,SD/MI/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511691220,99.98,ACEH,SD/MI/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511701150,108.51,ACEH,SMP/MTS/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511701160,98.99,ACEH,SMP/MTS/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511701170,98.34,ACEH,SMP/MTS/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511701180,100.13,ACEH,SMP/MTS/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511701190,98.55,ACEH,SMP/MTS/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511701200,100.18,ACEH,SMP/MTS/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511701210,100.07,ACEH,SMP/MTS/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511701220,98.92,ACEH,SMP/MTS/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511711150,100.41,ACEH,SMA/SMK/MA/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511711160,110.72,ACEH,SMA/SMK/MA/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511711170,114.22,ACEH,SMA/SMK/MA/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511711180,107.24,ACEH,SMA/SMK/MA/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511711190,106.62,ACEH,SMA/SMK/MA/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511711200,109.06,ACEH,SMA/SMK/MA/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511711210,103.98,ACEH,SMA/SMK/MA/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511711220,101.52,ACEH,SMA/SMK/MA/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511721210,116.82,ACEH,PERGURUAN TINGGI,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1100145511721220,128.52,ACEH,PERGURUAN TINGGI,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511691150,100.55,SUMATERA UTARA,SD/MI/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511691160,100.53,SUMATERA UTARA,SD/MI/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511691170,100.11,SUMATERA UTARA,SD/MI/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511691180,99.26,SUMATERA UTARA,SD/MI/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511691190,99.74,SUMATERA UTARA,SD/MI/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511691200,100.45,SUMATERA UTARA,SD/MI/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511691210,99.62,SUMATERA UTARA,SD/MI/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511691220,99.87,SUMATERA UTARA,SD/MI/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511701150,103.34,SUMATERA UTARA,SMP/MTS/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511701160,102.21,SUMATERA UTARA,SMP/MTS/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511701170,100.48,SUMATERA UTARA,SMP/MTS/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511701180,96.27,SUMATERA UTARA,SMP/MTS/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511701190,98.33,SUMATERA UTARA,SMP/MTS/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511701200,104.18,SUMATERA UTARA,SMP/MTS/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511701210,97.97,SUMATERA UTARA,SMP/MTS/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511701220,104.01,SUMATERA UTARA,SMP/MTS/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511711150,112.93,SUMATERA UTARA,SMA/SMK/MA/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511711160,111.07,SUMATERA UTARA,SMA/SMK/MA/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511711170,108.93,SUMATERA UTARA,SMA/SMK/MA/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511711180,109.75,SUMATERA UTARA,SMA/SMK/MA/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511711190,109.23,SUMATERA UTARA,SMA/SMK/MA/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511711200,102.18,SUMATERA UTARA,SMA/SMK/MA/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511711210,104.84,SUMATERA UTARA,SMA/SMK/MA/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511711220,103.27,SUMATERA UTARA,SMA/SMK/MA/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511721210,124.56,SUMATERA UTARA,PERGURUAN TINGGI,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1200145511721220,113.51,SUMATERA UTARA,PERGURUAN TINGGI,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511691150,99.72,SUMATERA BARAT,SD/MI/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511691160,100.57,SUMATERA BARAT,SD/MI/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511691170,100.41,SUMATERA BARAT,SD/MI/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511691180,99.65,SUMATERA BARAT,SD/MI/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511691190,99.74,SUMATERA BARAT,SD/MI/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511691200,99.7,SUMATERA BARAT,SD/MI/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511691210,100.01,SUMATERA BARAT,SD/MI/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511691220,100.04,SUMATERA BARAT,SD/MI/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511701150,116.96,SUMATERA BARAT,SMP/MTS/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511701160,107.33,SUMATERA BARAT,SMP/MTS/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511701170,108.11,SUMATERA BARAT,SMP/MTS/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511701180,107.01,SUMATERA BARAT,SMP/MTS/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511701190,108.89,SUMATERA BARAT,SMP/MTS/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511701200,109.47,SUMATERA BARAT,SMP/MTS/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511701210,105.56,SUMATERA BARAT,SMP/MTS/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511701220,100.52,SUMATERA BARAT,SMP/MTS/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511711150,123.12,SUMATERA BARAT,SMA/SMK/MA/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511711160,124.15,SUMATERA BARAT,SMA/SMK/MA/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511711170,116.82,SUMATERA BARAT,SMA/SMK/MA/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511711180,121.12,SUMATERA BARAT,SMA/SMK/MA/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511711190,120.51,SUMATERA BARAT,SMA/SMK/MA/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511711200,112.89,SUMATERA BARAT,SMA/SMK/MA/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511711210,101.61,SUMATERA BARAT,SMA/SMK/MA/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511711220,117.76,SUMATERA BARAT,SMA/SMK/MA/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511721210,148.85,SUMATERA BARAT,PERGURUAN TINGGI,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1300145511721220,133.39,SUMATERA BARAT,PERGURUAN TINGGI,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511691150,98.26,RIAU,SD/MI/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511691160,100.48,RIAU,SD/MI/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511691170,98.52,RIAU,SD/MI/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511691180,99.96,RIAU,SD/MI/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511691190,99.9,RIAU,SD/MI/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511691200,99.63,RIAU,SD/MI/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511691210,98.92,RIAU,SD/MI/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511691220,100.0,RIAU,SD/MI/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511701150,110.71,RIAU,SMP/MTS/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511701160,108.83,RIAU,SMP/MTS/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511701170,103.23,RIAU,SMP/MTS/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511701180,105.49,RIAU,SMP/MTS/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511701190,101.74,RIAU,SMP/MTS/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511701200,101.97,RIAU,SMP/MTS/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511701210,102.13,RIAU,SMP/MTS/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511701220,102.53,RIAU,SMP/MTS/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511711150,126.54,RIAU,SMA/SMK/MA/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511711160,109.06,RIAU,SMA/SMK/MA/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511711170,101.76,RIAU,SMA/SMK/MA/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511711180,112.02,RIAU,SMA/SMK/MA/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511711190,106.88,RIAU,SMA/SMK/MA/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511711200,111.16,RIAU,SMA/SMK/MA/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511711210,108.17,RIAU,SMA/SMK/MA/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511711220,104.81,RIAU,SMA/SMK/MA/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511721210,127.2,RIAU,PERGURUAN TINGGI,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1400145511721220,132.53,RIAU,PERGURUAN TINGGI,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511691150,101.3,JAMBI,SD/MI/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511691160,99.28,JAMBI,SD/MI/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511691170,100.61,JAMBI,SD/MI/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511691180,99.69,JAMBI,SD/MI/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511691190,100.62,JAMBI,SD/MI/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511691200,100.16,JAMBI,SD/MI/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511691210,100.55,JAMBI,SD/MI/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511691220,99.69,JAMBI,SD/MI/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511701150,112.76,JAMBI,SMP/MTS/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511701160,98.75,JAMBI,SMP/MTS/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511701170,99.15,JAMBI,SMP/MTS/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511701180,96.2,JAMBI,SMP/MTS/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511701190,102.82,JAMBI,SMP/MTS/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511701200,97.64,JAMBI,SMP/MTS/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511701210,100.94,JAMBI,SMP/MTS/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511701220,99.88,JAMBI,SMP/MTS/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511711150,116.83,JAMBI,SMA/SMK/MA/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511711160,110.75,JAMBI,SMA/SMK/MA/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511711170,100.43,JAMBI,SMA/SMK/MA/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511711180,107.52,JAMBI,SMA/SMK/MA/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511711190,96.15,JAMBI,SMA/SMK/MA/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511711200,104.68,JAMBI,SMA/SMK/MA/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511711210,98.08,JAMBI,SMA/SMK/MA/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511711220,97.47,JAMBI,SMA/SMK/MA/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511721210,133.38,JAMBI,PERGURUAN TINGGI,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1500145511721220,117.97,JAMBI,PERGURUAN TINGGI,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511691150,100.39,SUMATERA SELATAN,SD/MI/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511691160,99.37,SUMATERA SELATAN,SD/MI/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511691170,98.29,SUMATERA SELATAN,SD/MI/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511691180,99.13,SUMATERA SELATAN,SD/MI/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511691190,99.39,SUMATERA SELATAN,SD/MI/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511691200,99.11,SUMATERA SELATAN,SD/MI/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511691210,99.66,SUMATERA SELATAN,SD/MI/SEDERAJAT,2021,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511691220,99.71,SUMATERA SELATAN,SD/MI/SEDERAJAT,2022,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511701150,104.44,SUMATERA SELATAN,SMP/MTS/SEDERAJAT,2015,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511701160,104.54,SUMATERA SELATAN,SMP/MTS/SEDERAJAT,2016,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511701170,106.63,SUMATERA SELATAN,SMP/MTS/SEDERAJAT,2017,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511701180,102.65,SUMATERA SELATAN,SMP/MTS/SEDERAJAT,2018,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511701190,95.45,SUMATERA SELATAN,SMP/MTS/SEDERAJAT,2019,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
1600145511701200,101.56,SUMATERA SELATAN,SMP/MTS/SEDERAJAT,2020,Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi
