id,values,area,tahun,data_title
1200142901210,9.88,SUMATERA UTARA,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1200142901220,9.99,SUMATERA UTARA,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1300142901150,8.85,SUMATERA BARAT,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1300142901160,8.97,SUMATERA BARAT,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1300142901170,9.02,SUMATERA BARAT,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1300142901180,9.1,SUMATERA BARAT,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1300142901190,9.22,SUMATERA BARAT,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1300142901200,9.34,SUMATERA BARAT,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1300142901210,9.46,SUMATERA BARAT,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1300142901220,9.51,SUMATERA BARAT,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1400142901150,8.89,RIAU,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1400142901160,8.97,RIAU,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1400142901170,9.06,RIAU,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1400142901180,9.11,RIAU,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1400142901190,9.35,RIAU,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1400142901200,9.47,RIAU,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1400142901210,9.52,RIAU,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1400142901220,9.54,RIAU,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1500142901150,8.43,JAMBI,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1500142901160,8.55,JAMBI,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1500142901170,8.61,JAMBI,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1500142901180,8.7,JAMBI,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1500142901190,8.86,JAMBI,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1500142901200,8.97,JAMBI,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1500142901210,9.03,JAMBI,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1500142901220,9.07,JAMBI,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1600142901150,8.26,SUMATERA SELATAN,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1600142901160,8.32,SUMATERA SELATAN,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1600142901170,8.41,SUMATERA SELATAN,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1600142901180,8.48,SUMATERA SELATAN,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1600142901190,8.6,SUMATERA SELATAN,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1600142901200,8.68,SUMATERA SELATAN,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1600142901210,8.78,SUMATERA SELATAN,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1600142901220,8.82,SUMATERA SELATAN,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1700142901150,8.74,BENGKULU,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1700142901160,8.82,BENGKULU,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1700142901170,8.91,BENGKULU,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1700142901180,8.94,BENGKULU,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1700142901190,9.08,BENGKULU,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1700142901200,9.2,BENGKULU,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1700142901210,9.26,BENGKULU,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1700142901220,9.28,BENGKULU,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1800142901150,8.01,LAMPUNG,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1800142901160,8.1,LAMPUNG,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1800142901170,8.19,LAMPUNG,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1800142901180,8.29,LAMPUNG,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1800142901190,8.36,LAMPUNG,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1800142901200,8.51,LAMPUNG,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1800142901210,8.56,LAMPUNG,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1800142901220,8.61,LAMPUNG,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1900142901150,7.83,KEP. BANGKA BELITUNG,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1900142901160,8.04,KEP. BANGKA BELITUNG,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1900142901170,8.13,KEP. BANGKA BELITUNG,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1900142901180,8.24,KEP. BANGKA BELITUNG,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1900142901190,8.35,KEP. BANGKA BELITUNG,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1900142901200,8.49,KEP. BANGKA BELITUNG,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1900142901210,8.54,KEP. BANGKA BELITUNG,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
1900142901220,8.57,KEP. BANGKA BELITUNG,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
2100142901150,9.85,KEP. RIAU,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
2100142901160,9.9,KEP. RIAU,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
2100142901170,10.0,KEP. RIAU,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
2100142901180,10.01,KEP. RIAU,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
2100142901190,10.13,KEP. RIAU,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
2100142901200,10.22,KEP. RIAU,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
2100142901210,10.38,KEP. RIAU,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
2100142901220,10.46,KEP. RIAU,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3100142901150,10.9,DKI JAKARTA,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3100142901160,10.92,DKI JAKARTA,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3100142901170,10.97,DKI JAKARTA,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3100142901180,11.06,DKI JAKARTA,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3100142901190,11.11,DKI JAKARTA,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3100142901200,11.17,DKI JAKARTA,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3100142901210,11.2,DKI JAKARTA,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3100142901220,11.3,DKI JAKARTA,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3200142901150,8.31,JAWA BARAT,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3200142901160,8.41,JAWA BARAT,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3200142901170,8.46,JAWA BARAT,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3200142901180,8.61,JAWA BARAT,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3200142901190,8.79,JAWA BARAT,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3200142901200,8.96,JAWA BARAT,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3200142901210,9.03,JAWA BARAT,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3200142901220,9.14,JAWA BARAT,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3300142901150,7.57,JAWA TENGAH,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3300142901160,7.7,JAWA TENGAH,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3300142901170,7.77,JAWA TENGAH,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3300142901180,7.84,JAWA TENGAH,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3300142901190,8.03,JAWA TENGAH,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3300142901200,8.19,JAWA TENGAH,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3300142901210,8.26,JAWA TENGAH,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3300142901220,8.38,JAWA TENGAH,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3400142901150,9.59,DI YOGYAKARTA,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3400142901160,9.62,DI YOGYAKARTA,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3400142901170,9.68,DI YOGYAKARTA,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3400142901180,9.73,DI YOGYAKARTA,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3400142901190,9.83,DI YOGYAKARTA,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3400142901200,9.95,DI YOGYAKARTA,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3400142901210,10.04,DI YOGYAKARTA,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3400142901220,10.07,DI YOGYAKARTA,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3500142901150,7.71,JAWA TIMUR,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3500142901160,7.78,JAWA TIMUR,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3500142901170,7.87,JAWA TIMUR,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3500142901180,7.93,JAWA TIMUR,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3500142901190,8.11,JAWA TIMUR,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3500142901200,8.31,JAWA TIMUR,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3500142901210,8.37,JAWA TIMUR,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3500142901220,8.5,JAWA TIMUR,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3600142901150,8.7,BANTEN,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3600142901160,8.79,BANTEN,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3600142901170,8.87,BANTEN,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3600142901180,8.93,BANTEN,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3600142901190,9.07,BANTEN,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3600142901200,9.22,BANTEN,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3600142901210,9.29,BANTEN,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
3600142901220,9.46,BANTEN,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5100142901150,8.8,BALI,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5100142901160,8.84,BALI,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5100142901170,8.93,BALI,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5100142901180,9.0,BALI,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5100142901190,9.19,BALI,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5100142901200,9.31,BALI,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5100142901210,9.45,BALI,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5100142901220,9.74,BALI,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5200142901150,7.51,NUSA TENGGARA BARAT,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5200142901160,7.57,NUSA TENGGARA BARAT,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5200142901170,7.64,NUSA TENGGARA BARAT,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5200142901180,7.69,NUSA TENGGARA BARAT,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5200142901190,7.98,NUSA TENGGARA BARAT,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5200142901200,8.08,NUSA TENGGARA BARAT,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5200142901210,8.13,NUSA TENGGARA BARAT,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5200142901220,8.31,NUSA TENGGARA BARAT,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5300142901150,7.4,NUSA TENGGARA TIMUR,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5300142901160,7.54,NUSA TENGGARA TIMUR,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5300142901170,7.62,NUSA TENGGARA TIMUR,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5300142901180,7.7,NUSA TENGGARA TIMUR,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5300142901190,7.98,NUSA TENGGARA TIMUR,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5300142901200,8.09,NUSA TENGGARA TIMUR,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5300142901210,8.2,NUSA TENGGARA TIMUR,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
5300142901220,8.25,NUSA TENGGARA TIMUR,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6100142901150,7.41,KALIMANTAN BARAT,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6100142901160,7.49,KALIMANTAN BARAT,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6100142901170,7.57,KALIMANTAN BARAT,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6100142901180,7.65,KALIMANTAN BARAT,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6100142901190,7.8,KALIMANTAN BARAT,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6100142901200,7.9,KALIMANTAN BARAT,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6100142901210,8.0,KALIMANTAN BARAT,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6100142901220,8.1,KALIMANTAN BARAT,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6200142901150,8.4,KALIMANTAN TENGAH,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6200142901160,8.52,KALIMANTAN TENGAH,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6200142901170,8.59,KALIMANTAN TENGAH,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6200142901180,8.66,KALIMANTAN TENGAH,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6200142901190,8.83,KALIMANTAN TENGAH,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6200142901200,8.95,KALIMANTAN TENGAH,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6200142901210,9.03,KALIMANTAN TENGAH,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6200142901220,9.03,KALIMANTAN TENGAH,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6300142901150,8.14,KALIMANTAN SELATAN,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6300142901160,8.28,KALIMANTAN SELATAN,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6300142901170,8.37,KALIMANTAN SELATAN,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6300142901180,8.45,KALIMANTAN SELATAN,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6300142901190,8.59,KALIMANTAN SELATAN,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6300142901200,8.69,KALIMANTAN SELATAN,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6300142901210,8.74,KALIMANTAN SELATAN,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6300142901220,8.89,KALIMANTAN SELATAN,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6400142901150,9.52,KALIMANTAN TIMUR,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6400142901160,9.55,KALIMANTAN TIMUR,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6400142901170,9.62,KALIMANTAN TIMUR,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6400142901180,9.63,KALIMANTAN TIMUR,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6400142901190,9.88,KALIMANTAN TIMUR,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6400142901200,9.99,KALIMANTAN TIMUR,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6400142901210,10.09,KALIMANTAN TIMUR,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6400142901220,10.13,KALIMANTAN TIMUR,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6500142901150,8.67,KALIMANTAN UTARA,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6500142901160,9.01,KALIMANTAN UTARA,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6500142901170,9.1,KALIMANTAN UTARA,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6500142901180,9.18,KALIMANTAN UTARA,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6500142901190,9.24,KALIMANTAN UTARA,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6500142901200,9.3,KALIMANTAN UTARA,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6500142901210,9.4,KALIMANTAN UTARA,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
6500142901220,9.45,KALIMANTAN UTARA,2022,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7100142901150,9.19,SULAWESI UTARA,2015,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7100142901160,9.31,SULAWESI UTARA,2016,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7100142901170,9.4,SULAWESI UTARA,2017,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7100142901180,9.51,SULAWESI UTARA,2018,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7100142901190,9.63,SULAWESI UTARA,2019,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7100142901200,9.74,SULAWESI UTARA,2020,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
7100142901210,9.83,SULAWESI UTARA,2021,Rata-Rata Lama Sekolah Penduduk Umur ≥ 15 Tahun Menurut Provinsi
